N	iters	algorithm	layout	dim	k	blockSize	shmSize	seed	totalTime	normalizedTime
512k	5	cuda_fused_regs	soa,aos	128	256	256	48k	4	46.2058	0.68852
512k	5	cuda_fused_regs	soa,aos	128	1024	256	48k	1	169.563	2.52668
512k	5	cuda_fused_regs	soa,aos	128	1024	256	48k	2	170.005	2.53327
512k	5	cuda_fused_regs	soa,aos	128	1024	256	48k	3	165.534	2.46664
512k	5	cuda_fused_regs	soa,aos	128	1024	256	48k	4	169.016	2.51853
512k	5	cuda_fused_regs	soa,aos	128	4096	256	48k	1	709.249	10.5686
512k	5	cuda_fused_regs	soa,aos	128	4096	256	48k	2	709.568	10.5734
512k	5	cuda_fused_regs	soa,aos	128	4096	256	48k	3	709.945	10.579
512k	5	cuda_fused_regs	soa,aos	128	4096	256	48k	4	709.184	10.5677
1M	5	cuda_fused_regs	soa	64	16	256	48k	1	8.27652	0.12333
1M	5	cuda_fused_regs	soa	64	16	256	48k	2	8.12117	0.121015
1M	5	cuda_fused_regs	soa	64	16	256	48k	3	8.62247	0.128485
1M	5	cuda_fused_regs	soa	64	16	256	48k	4	7.84491	0.116898
1M	5	cuda_fused_regs	soa	64	64	256	48k	1	10.2555	0.152818
1M	5	cuda_fused_regs	soa	64	64	256	48k	2	10.24	0.152587
1M	5	cuda_fused_regs	soa	64	64	256	48k	3	10.2141	0.152203
1M	5	cuda_fused_regs	soa	64	64	256	48k	4	10.1509	0.15126
1M	5	cuda_fused_regs	soa	64	256	256	48k	1	28.6684	0.427192
1M	5	cuda_fused_regs	soa	64	256	256	48k	2	28.6607	0.427078
1M	5	cuda_fused_regs	soa	64	256	256	48k	3	28.3993	0.423182
1M	5	cuda_fused_regs	soa	64	256	256	48k	4	30.9387	0.461022
1M	5	cuda_fused_regs	soa	64	1024	256	48k	1	99.092	1.47659
1M	5	cuda_fused_regs	soa	64	1024	256	48k	2	99.2026	1.47823
1M	5	cuda_fused_regs	soa	64	1024	256	48k	3	99.0926	1.47659
1M	5	cuda_fused_regs	soa	64	1024	256	48k	4	99.3414	1.4803
1M	5	cuda_fused_regs	soa	64	4096	256	48k	1	387.163	5.76918
1M	5	cuda_fused_regs	soa	64	4096	256	48k	2	387.66	5.77659
1M	5	cuda_fused_regs	soa	64	4096	256	48k	3	387.513	5.77439
1M	5	cuda_fused_regs	soa	64	4096	256	48k	4	387.559	5.77508
512k	5	cuda_fused_regs	soa	128	16	256	48k	1	8.04548	0.119887
512k	5	cuda_fused_regs	soa	128	16	256	48k	2	8.93339	0.133118
512k	5	cuda_fused_regs	soa	128	16	256	48k	3	8.71623	0.129882
512k	5	cuda_fused_regs	soa	128	16	256	48k	4	8.23813	0.122758
512k	5	cuda_fused_regs	soa	128	64	256	48k	1	14.234	0.212104
512k	5	cuda_fused_regs	soa	128	64	256	48k	2	14.1181	0.210377
512k	5	cuda_fused_regs	soa	128	64	256	48k	3	15.2685	0.227519
512k	5	cuda_fused_regs	soa	128	64	256	48k	4	14.1892	0.211436
512k	5	cuda_fused_regs	soa	128	256	256	48k	1	44.215	0.658855
512k	5	cuda_fused_regs	soa	128	256	256	48k	2	43.7733	0.652273
512k	5	cuda_fused_regs	soa	128	256	256	48k	3	45.3531	0.675814
512k	5	cuda_fused_regs	soa	128	256	256	48k	4	44.3464	0.660812
512k	5	cuda_fused_regs	soa	128	1024	256	48k	1	165.059	2.45957
512k	5	cuda_fused_regs	soa	128	1024	256	48k	2	161.562	2.40746
512k	5	cuda_fused_regs	soa	128	1024	256	48k	3	167.887	2.50171
512k	5	cuda_fused_regs	soa	128	1024	256	48k	4	164.064	2.44474
512k	5	cuda_fused_regs	soa	128	4096	256	48k	1	690.357	10.2871
512k	5	cuda_fused_regs	soa	128	4096	256	48k	2	689.588	10.2757
512k	5	cuda_fused_regs	soa	128	4096	256	48k	3	691.274	10.3008
512k	5	cuda_fused_regs	soa	128	4096	256	48k	4	690.869	10.2948
