N	iters	algorithm	layout	dim	k	blockSize	shmSize	seed	totalTime	normalizedTime
2M	5	cuda_best	aos	16	16	256	48k	4	3.3397	0.0995309
2M	5	cuda_best	aos	16	64	256	48k	1	6.26517	0.186717
2M	5	cuda_best	aos	16	64	256	48k	2	6.26604	0.186742
2M	5	cuda_best	aos	16	64	256	48k	3	6.2786	0.187117
2M	5	cuda_best	aos	16	64	256	48k	4	6.26824	0.186808
2M	5	cuda_best	aos	16	256	256	48k	1	14.3303	0.427076
2M	5	cuda_best	aos	16	256	256	48k	2	14.2598	0.424976
2M	5	cuda_best	aos	16	256	256	48k	3	14.2725	0.425353
2M	5	cuda_best	aos	16	256	256	48k	4	14.3083	0.426422
2M	5	cuda_best	aos	16	1024	256	48k	1	52.4318	1.56259
2M	5	cuda_best	aos	16	1024	256	48k	2	52.569	1.56668
2M	5	cuda_best	aos	16	1024	256	48k	3	53.0194	1.5801
2M	5	cuda_best	aos	16	1024	256	48k	4	52.533	1.5656
2M	5	cuda_best	aos	16	4096	256	48k	1	202.461	6.03381
2M	5	cuda_best	aos	16	4096	256	48k	2	202.557	6.03668
2M	5	cuda_best	aos	16	4096	256	48k	3	202.353	6.03059
2M	5	cuda_best	aos	16	4096	256	48k	4	202.602	6.03802
2M	5	cuda_best	aos	32	16	256	48k	1	7.3151	0.109003
2M	5	cuda_best	aos	32	16	256	48k	2	7.26721	0.10829
2M	5	cuda_best	aos	32	16	256	48k	3	7.34184	0.109402
2M	5	cuda_best	aos	32	16	256	48k	4	7.31592	0.109016
2M	5	cuda_best	aos	32	64	256	48k	1	10.2497	0.152733
2M	5	cuda_best	aos	32	64	256	48k	2	10.2494	0.152728
2M	5	cuda_best	aos	32	64	256	48k	3	10.2496	0.152732
2M	5	cuda_best	aos	32	64	256	48k	4	10.2477	0.152703
2M	5	cuda_best	aos	32	256	256	48k	1	30.7698	0.458505
2M	5	cuda_best	aos	32	256	256	48k	2	30.7964	0.458902
2M	5	cuda_best	aos	32	256	256	48k	3	30.7887	0.458787
2M	5	cuda_best	aos	32	256	256	48k	4	30.817	0.459209
2M	5	cuda_best	aos	32	1024	256	48k	1	105.211	1.56777
2M	5	cuda_best	aos	32	1024	256	48k	2	105.389	1.57042
2M	5	cuda_best	aos	32	1024	256	48k	3	105.555	1.57289
2M	5	cuda_best	aos	32	1024	256	48k	4	108.035	1.60984
2M	5	cuda_best	aos	32	4096	256	48k	1	399.297	5.95
2M	5	cuda_best	aos	32	4096	256	48k	2	399.121	5.94736
2M	5	cuda_best	aos	32	4096	256	48k	3	399.559	5.95389
2M	5	cuda_best	aos	32	4096	256	48k	4	399.782	5.95721
1M	5	cuda_best	aos	64	16	256	48k	1	8.63735	0.128707
1M	5	cuda_best	aos	64	16	256	48k	2	8.94372	0.133272
1M	5	cuda_best	aos	64	16	256	48k	3	8.2604	0.12309
1M	5	cuda_best	aos	64	16	256	48k	4	8.24189	0.122814
1M	5	cuda_best	aos	64	64	256	48k	1	10.4142	0.155184
1M	5	cuda_best	aos	64	64	256	48k	2	10.4135	0.155173
1M	5	cuda_best	aos	64	64	256	48k	3	10.4195	0.155263
1M	5	cuda_best	aos	64	64	256	48k	4	10.417	0.155226
1M	5	cuda_best	aos	64	256	256	48k	1	31.9473	0.476051
1M	5	cuda_best	aos	64	256	256	48k	2	33.8642	0.504615
1M	5	cuda_best	aos	64	256	256	48k	3	31.7302	0.472816
1M	5	cuda_best	aos	64	256	256	48k	4	31.7387	0.472944
1M	5	cuda_best	aos	64	1024	256	48k	1	102.246	1.52359
1M	5	cuda_best	aos	64	1024	256	48k	2	102.171	1.52247
1M	5	cuda_best	aos	64	1024	256	48k	3	102.594	1.52877
1M	5	cuda_best	aos	64	1024	256	48k	4	102.421	1.5262
1M	5	cuda_best	aos	64	4096	256	48k	1	385.249	5.74065
1M	5	cuda_best	aos	64	4096	256	48k	2	384.339	5.72709
1M	5	cuda_best	aos	64	4096	256	48k	3	384.33	5.72696
1M	5	cuda_best	aos	64	4096	256	48k	4	384.273	5.72611
512k	5	cuda_best	aos	128	16	256	48k	1	12.4844	0.186032
512k	5	cuda_best	aos	128	16	256	48k	2	12.4988	0.186247
512k	5	cuda_best	aos	128	16	256	48k	3	12.2472	0.182498
512k	5	cuda_best	aos	128	16	256	48k	4	12.3643	0.184242
512k	5	cuda_best	aos	128	64	256	48k	1	12.4495	0.185512
512k	5	cuda_best	aos	128	64	256	48k	2	12.4806	0.185975
512k	5	cuda_best	aos	128	64	256	48k	3	12.4512	0.185538
512k	5	cuda_best	aos	128	64	256	48k	4	13.1938	0.196602
512k	5	cuda_best	aos	128	256	256	48k	1	41.2554	0.614753
512k	5	cuda_best	aos	128	256	256	48k	2	41.354	0.616223
512k	5	cuda_best	aos	128	256	256	48k	3	41.0602	0.611845
512k	5	cuda_best	aos	128	256	256	48k	4	42.9984	0.640726
512k	5	cuda_best	aos	128	1024	256	48k	1	152.776	2.27654
512k	5	cuda_best	aos	128	1024	256	48k	2	153.183	2.28261
512k	5	cuda_best	aos	128	1024	256	48k	3	153.14	2.28196
512k	5	cuda_best	aos	128	1024	256	48k	4	161.329	2.40398
512k	5	cuda_best	aos	128	4096	256	48k	1	614.174	9.15191
512k	5	cuda_best	aos	128	4096	256	48k	2	623.402	9.28941
512k	5	cuda_best	aos	128	4096	256	48k	3	606.671	9.04011
512k	5	cuda_best	aos	128	4096	256	48k	4	612.892	9.13281
512k	5	cuda_best	soa	4	16	256	48k	1	0.690651	0.329328
512k	5	cuda_best	soa	4	16	256	48k	2	0.703177	0.335301
512k	5	cuda_best	soa	4	16	256	48k	3	0.700276	0.333918
512k	5	cuda_best	soa	4	16	256	48k	4	0.700825	0.334179
512k	5	cuda_best	soa	4	64	256	48k	1	0.981526	0.468028
512k	5	cuda_best	soa	4	64	256	48k	2	0.976912	0.465828
512k	5	cuda_best	soa	4	64	256	48k	3	0.979047	0.466846
512k	5	cuda_best	soa	4	64	256	48k	4	0.977145	0.465939
512k	5	cuda_best	soa	4	256	256	48k	1	1.95916	0.934201
512k	5	cuda_best	soa	4	256	256	48k	2	1.94516	0.927525
512k	5	cuda_best	soa	4	256	256	48k	3	1.95431	0.931885
512k	5	cuda_best	soa	4	256	256	48k	4	1.95327	0.931394
512k	5	cuda_best	soa	4	1024	256	48k	1	6.6678	3.17946
512k	5	cuda_best	soa	4	1024	256	48k	2	6.67006	3.18053
512k	5	cuda_best	soa	4	1024	256	48k	3	6.67205	3.18148
512k	5	cuda_best	soa	4	1024	256	48k	4	6.66229	3.17683
512k	5	cuda_best	soa	4	4096	256	48k	1	25.721	12.2647
512k	5	cuda_best	soa	4	4096	256	48k	2	25.8785	12.3398
512k	5	cuda_best	soa	4	4096	256	48k	3	25.6677	12.2393
512k	5	cuda_best	soa	4	4096	256	48k	4	25.7289	12.2685
512k	5	cuda_best	soa	8	16	256	48k	1	0.776224	0.185066
512k	5	cuda_best	soa	8	16	256	48k	2	0.774774	0.184721
512k	5	cuda_best	soa	8	16	256	48k	3	0.780761	0.186148
512k	5	cuda_best	soa	8	16	256	48k	4	0.778379	0.18558
512k	5	cuda_best	soa	8	64	256	48k	1	1.1949	0.284885
512k	5	cuda_best	soa	8	64	256	48k	2	1.19615	0.285184
512k	5	cuda_best	soa	8	64	256	48k	3	1.19663	0.285299
512k	5	cuda_best	soa	8	64	256	48k	4	1.19511	0.284936
512k	5	cuda_best	soa	8	256	256	48k	1	2.50372	0.596934
512k	5	cuda_best	soa	8	256	256	48k	2	2.49842	0.595669
512k	5	cuda_best	soa	8	256	256	48k	3	2.51072	0.598602
512k	5	cuda_best	soa	8	256	256	48k	4	2.50117	0.596326
512k	5	cuda_best	soa	8	1024	256	48k	1	8.68754	2.07127
512k	5	cuda_best	soa	8	1024	256	48k	2	8.67809	2.06902
512k	5	cuda_best	soa	8	1024	256	48k	3	8.6683	2.06668
512k	5	cuda_best	soa	8	1024	256	48k	4	8.69427	2.07288
512k	5	cuda_best	soa	8	4096	256	48k	1	32.9178	7.84822
512k	5	cuda_best	soa	8	4096	256	48k	2	32.9512	7.85617
512k	5	cuda_best	soa	8	4096	256	48k	3	32.9199	7.84872
512k	5	cuda_best	soa	8	4096	256	48k	4	33.1103	7.89411
512k	5	cuda_best	soa	16	16	256	48k	1	0.938498	0.111878
512k	5	cuda_best	soa	16	16	256	48k	2	0.939844	0.112038
512k	5	cuda_best	soa	16	16	256	48k	3	0.941565	0.112243
512k	5	cuda_best	soa	16	16	256	48k	4	0.941614	0.112249
512k	5	cuda_best	soa	16	64	256	48k	1	1.7382	0.20721
512k	5	cuda_best	soa	16	64	256	48k	2	1.7379	0.207174
512k	5	cuda_best	soa	16	64	256	48k	3	1.7386	0.207257
512k	5	cuda_best	soa	16	64	256	48k	4	1.73405	0.206715
512k	5	cuda_best	soa	16	256	256	48k	1	4.14347	0.49394
512k	5	cuda_best	soa	16	256	256	48k	2	4.14599	0.49424
512k	5	cuda_best	soa	16	256	256	48k	3	4.13994	0.49352
512k	5	cuda_best	soa	16	256	256	48k	4	4.14656	0.494309
512k	5	cuda_best	soa	16	1024	256	48k	1	13.3229	1.58822
512k	5	cuda_best	soa	16	1024	256	48k	2	13.313	1.58703
512k	5	cuda_best	soa	16	1024	256	48k	3	13.4957	1.60881
512k	5	cuda_best	soa	16	1024	256	48k	4	13.3223	1.58815
512k	5	cuda_best	soa	16	4096	256	48k	1	50.8695	6.06412
512k	5	cuda_best	soa	16	4096	256	48k	2	50.8565	6.06257
512k	5	cuda_best	soa	16	4096	256	48k	3	50.8817	6.06557
512k	5	cuda_best	soa	16	4096	256	48k	4	51.0294	6.08318
512k	5	cuda_best	soa	32	16	256	48k	1	2.88228	0.171798
512k	5	cuda_best	soa	32	16	256	48k	2	2.8871	0.172084
512k	5	cuda_best	soa	32	16	256	48k	3	2.89234	0.172397
512k	5	cuda_best	soa	32	16	256	48k	4	2.90031	0.172872
512k	5	cuda_best	soa	32	64	256	48k	1	4.30562	0.256635
512k	5	cuda_best	soa	32	64	256	48k	2	4.30665	0.256696
512k	5	cuda_best	soa	32	64	256	48k	3	4.29245	0.25585
512k	5	cuda_best	soa	32	64	256	48k	4	4.29134	0.255784
512k	5	cuda_best	soa	32	256	256	48k	1	8.09116	0.482271
512k	5	cuda_best	soa	32	256	256	48k	2	8.09821	0.482691
512k	5	cuda_best	soa	32	256	256	48k	3	8.0993	0.482756
512k	5	cuda_best	soa	32	256	256	48k	4	8.09358	0.482415
512k	5	cuda_best	soa	32	1024	256	48k	1	27.0597	1.61288
512k	5	cuda_best	soa	32	1024	256	48k	2	27.1956	1.62098
512k	5	cuda_best	soa	32	1024	256	48k	3	27.0723	1.61364
512k	5	cuda_best	soa	32	1024	256	48k	4	26.8758	1.60193
512k	5	cuda_best	soa	32	4096	256	48k	1	101.126	6.02759
512k	5	cuda_best	soa	32	4096	256	48k	2	100.981	6.01892
512k	5	cuda_best	soa	32	4096	256	48k	3	101.188	6.03129
512k	5	cuda_best	soa	32	4096	256	48k	4	101.068	6.0241
1M	5	cuda_best	soa	64	16	256	48k	1	26.0269	0.387831
1M	5	cuda_best	soa	64	16	256	48k	2	26.4646	0.394353
1M	5	cuda_best	soa	64	16	256	48k	3	25.0951	0.373947
1M	5	cuda_best	soa	64	16	256	48k	4	25.649	0.3822
1M	5	cuda_best	soa	64	64	256	48k	1	31.243	0.465557
1M	5	cuda_best	soa	64	64	256	48k	2	31.6838	0.472125
1M	5	cuda_best	soa	64	64	256	48k	3	31.36	0.467301
1M	5	cuda_best	soa	64	64	256	48k	4	33.9428	0.505786
1M	5	cuda_best	soa	64	256	256	48k	1	35.8001	0.533463
1M	5	cuda_best	soa	64	256	256	48k	2	35.841	0.534073
1M	5	cuda_best	soa	64	256	256	48k	3	35.7973	0.533421
1M	5	cuda_best	soa	64	256	256	48k	4	35.9248	0.535322
1M	5	cuda_best	soa	64	1024	256	48k	1	107.689	1.60468
1M	5	cuda_best	soa	64	1024	256	48k	2	107.675	1.60449
1M	5	cuda_best	soa	64	1024	256	48k	3	108.608	1.61839
1M	5	cuda_best	soa	64	1024	256	48k	4	107.711	1.60502
1M	5	cuda_best	soa	64	4096	256	48k	1	394.714	5.88169
1M	5	cuda_best	soa	64	4096	256	48k	2	394.476	5.87815
1M	5	cuda_best	soa	64	4096	256	48k	3	394.906	5.88456
1M	5	cuda_best	soa	64	4096	256	48k	4	394.095	5.87248
512k	5	cuda_best	soa	128	16	256	48k	1	27.5157	0.410017
512k	5	cuda_best	soa	128	16	256	48k	2	27.8541	0.415059
512k	5	cuda_best	soa	128	16	256	48k	3	27.5254	0.410161
512k	5	cuda_best	soa	128	16	256	48k	4	27.3666	0.407795
512k	5	cuda_best	soa	128	64	256	48k	1	20.5345	0.305987
512k	5	cuda_best	soa	128	64	256	48k	2	20.4844	0.305241
512k	5	cuda_best	soa	128	64	256	48k	3	20.5969	0.306918
512k	5	cuda_best	soa	128	64	256	48k	4	20.2881	0.302316
512k	5	cuda_best	soa	128	256	256	48k	1	44.6897	0.665929
512k	5	cuda_best	soa	128	256	256	48k	2	45.0156	0.670785
512k	5	cuda_best	soa	128	256	256	48k	3	44.9103	0.669216
512k	5	cuda_best	soa	128	256	256	48k	4	45.1225	0.672378
512k	5	cuda_best	soa	128	1024	256	48k	1	137.381	2.04714
512k	5	cuda_best	soa	128	1024	256	48k	2	137.183	2.04419
512k	5	cuda_best	soa	128	1024	256	48k	3	137.337	2.04648
512k	5	cuda_best	soa	128	1024	256	48k	4	137.733	2.05238
512k	5	cuda_best	soa	128	4096	256	48k	1	524.429	7.81461
512k	5	cuda_best	soa	128	4096	256	48k	2	527.677	7.863
512k	5	cuda_best	soa	128	4096	256	48k	3	525.702	7.83357
512k	5	cuda_best	soa	128	4096	256	48k	4	530.673	7.90765
2M	5	cuda_fused_fixed	aos	4	16	256	48k	1	1.9854	0.236678
2M	5	cuda_fused_fixed	aos	4	16	256	48k	2	2.09247	0.249442
2M	5	cuda_fused_fixed	aos	4	16	256	48k	3	1.94757	0.232168
2M	5	cuda_fused_fixed	aos	4	16	256	48k	4	2.14691	0.255932
2M	5	cuda_fused_fixed	aos	4	64	256	48k	1	3.06928	0.365886
2M	5	cuda_fused_fixed	aos	4	64	256	48k	2	3.03609	0.36193
2M	5	cuda_fused_fixed	aos	4	64	256	48k	3	3.10288	0.369892
2M	5	cuda_fused_fixed	aos	4	64	256	48k	4	3.04572	0.363078
2M	5	cuda_fused_fixed	aos	4	256	256	48k	1	7.23311	0.862254
2M	5	cuda_fused_fixed	aos	4	256	256	48k	2	7.23373	0.862328
2M	5	cuda_fused_fixed	aos	4	256	256	48k	3	7.23478	0.862453
2M	5	cuda_fused_fixed	aos	4	256	256	48k	4	7.23766	0.862796
2M	5	cuda_fused_fixed	aos	4	1024	256	48k	1	24.9567	2.97507
2M	5	cuda_fused_fixed	aos	4	1024	256	48k	2	24.9465	2.97385
2M	5	cuda_fused_fixed	aos	4	1024	256	48k	3	24.9645	2.976
2M	5	cuda_fused_fixed	aos	4	1024	256	48k	4	24.9436	2.97351
2M	5	cuda_fused_fixed	aos	4	4096	256	48k	1	98.9295	11.7933
2M	5	cuda_fused_fixed	aos	4	4096	256	48k	2	98.9896	11.8005
2M	5	cuda_fused_fixed	aos	4	4096	256	48k	3	98.9594	11.7969
2M	5	cuda_fused_fixed	aos	4	4096	256	48k	4	98.9449	11.7951
2M	5	cuda_fused_fixed	aos	8	16	256	48k	1	3.15661	0.188149
2M	5	cuda_fused_fixed	aos	8	16	256	48k	2	2.94566	0.175575
2M	5	cuda_fused_fixed	aos	8	16	256	48k	3	3.06761	0.182844
2M	5	cuda_fused_fixed	aos	8	16	256	48k	4	3.09116	0.184247
2M	5	cuda_fused_fixed	aos	8	64	256	48k	1	4.71017	0.280748
2M	5	cuda_fused_fixed	aos	8	64	256	48k	2	4.93106	0.293914
2M	5	cuda_fused_fixed	aos	8	64	256	48k	3	4.95396	0.295279
2M	5	cuda_fused_fixed	aos	8	64	256	48k	4	4.50352	0.268431
2M	5	cuda_fused_fixed	aos	8	256	256	48k	1	10.2319	0.609869
2M	5	cuda_fused_fixed	aos	8	256	256	48k	2	10.2156	0.608897
2M	5	cuda_fused_fixed	aos	8	256	256	48k	3	10.2097	0.608546
2M	5	cuda_fused_fixed	aos	8	256	256	48k	4	10.2101	0.60857
2M	5	cuda_fused_fixed	aos	8	1024	256	48k	1	36.902	2.19953
2M	5	cuda_fused_fixed	aos	8	1024	256	48k	2	36.9131	2.20019
2M	5	cuda_fused_fixed	aos	8	1024	256	48k	3	36.9454	2.20212
2M	5	cuda_fused_fixed	aos	8	1024	256	48k	4	36.9267	2.201
2M	5	cuda_fused_fixed	aos	8	4096	256	48k	1	145.757	8.68778
2M	5	cuda_fused_fixed	aos	8	4096	256	48k	2	145.71	8.68502
2M	5	cuda_fused_fixed	aos	8	4096	256	48k	3	145.673	8.68278
2M	5	cuda_fused_fixed	aos	8	4096	256	48k	4	145.718	8.68547
2M	5	cuda_fused_fixed	aos	16	16	256	48k	1	5.18741	0.154597
2M	5	cuda_fused_fixed	aos	16	16	256	48k	2	6.17532	0.184039
2M	5	cuda_fused_fixed	aos	16	16	256	48k	3	6.04361	0.180114
2M	5	cuda_fused_fixed	aos	16	16	256	48k	4	4.55491	0.135747
2M	5	cuda_fused_fixed	aos	16	64	256	48k	1	7.46299	0.222414
2M	5	cuda_fused_fixed	aos	16	64	256	48k	2	7.23711	0.215683
2M	5	cuda_fused_fixed	aos	16	64	256	48k	3	7.2189	0.21514
2M	5	cuda_fused_fixed	aos	16	64	256	48k	4	7.1487	0.213048
2M	5	cuda_fused_fixed	aos	16	256	256	48k	1	19.5908	0.583851
2M	5	cuda_fused_fixed	aos	16	256	256	48k	2	19.5812	0.583566
2M	5	cuda_fused_fixed	aos	16	256	256	48k	3	19.5754	0.583392
2M	5	cuda_fused_fixed	aos	16	256	256	48k	4	19.5397	0.582328
2M	5	cuda_fused_fixed	aos	16	1024	256	48k	1	72.917	2.17309
2M	5	cuda_fused_fixed	aos	16	1024	256	48k	2	72.9055	2.17275
2M	5	cuda_fused_fixed	aos	16	1024	256	48k	3	72.9712	2.17471
2M	5	cuda_fused_fixed	aos	16	1024	256	48k	4	72.9613	2.17442
2M	5	cuda_fused_fixed	aos	16	4096	256	48k	1	288.505	8.59813
2M	5	cuda_fused_fixed	aos	16	4096	256	48k	2	288.14	8.58723
2M	5	cuda_fused_fixed	aos	16	4096	256	48k	3	288.221	8.58966
2M	5	cuda_fused_fixed	aos	16	4096	256	48k	4	288.296	8.59189
2M	5	cuda_fused_fixed	aos	32	16	256	48k	1	12.5818	0.187484
2M	5	cuda_fused_fixed	aos	32	16	256	48k	2	13.1588	0.196081
2M	5	cuda_fused_fixed	aos	32	16	256	48k	3	13.3388	0.198763
2M	5	cuda_fused_fixed	aos	32	16	256	48k	4	12.433	0.185266
2M	5	cuda_fused_fixed	aos	32	64	256	48k	1	18.3416	0.273312
2M	5	cuda_fused_fixed	aos	32	64	256	48k	2	15.9559	0.237762
2M	5	cuda_fused_fixed	aos	32	64	256	48k	3	16.964	0.252784
2M	5	cuda_fused_fixed	aos	32	64	256	48k	4	19.207	0.286207
2M	5	cuda_fused_fixed	aos	32	256	256	48k	1	37.4101	0.557453
2M	5	cuda_fused_fixed	aos	32	256	256	48k	2	37.3288	0.556243
2M	5	cuda_fused_fixed	aos	32	256	256	48k	3	37.33	0.55626
2M	5	cuda_fused_fixed	aos	32	256	256	48k	4	37.2398	0.554916
2M	5	cuda_fused_fixed	aos	32	1024	256	48k	1	135.712	2.02226
2M	5	cuda_fused_fixed	aos	32	1024	256	48k	2	136.22	2.02984
2M	5	cuda_fused_fixed	aos	32	1024	256	48k	3	135.575	2.02023
2M	5	cuda_fused_fixed	aos	32	1024	256	48k	4	137.649	2.05113
2M	5	cuda_fused_fixed	aos	32	4096	256	48k	1	537.499	8.00936
2M	5	cuda_fused_fixed	aos	32	4096	256	48k	2	537.776	8.01349
2M	5	cuda_fused_fixed	aos	32	4096	256	48k	3	537.151	8.00417
2M	5	cuda_fused_fixed	aos	32	4096	256	48k	4	538.009	8.01696
1M	5	cuda_fused_fixed	aos	64	16	256	48k	1	16.0265	0.238814
1M	5	cuda_fused_fixed	aos	64	16	256	48k	2	15.0577	0.224378
1M	5	cuda_fused_fixed	aos	64	16	256	48k	3	17.4066	0.259378
1M	5	cuda_fused_fixed	aos	64	16	256	48k	4	13.8574	0.206491
1M	5	cuda_fused_fixed	aos	64	64	256	48k	1	16.995	0.253245
1M	5	cuda_fused_fixed	aos	64	64	256	48k	2	19.0311	0.283586
1M	5	cuda_fused_fixed	aos	64	64	256	48k	3	16.725	0.249222
1M	5	cuda_fused_fixed	aos	64	64	256	48k	4	16.632	0.247835
1M	5	cuda_fused_fixed	aos	64	256	256	48k	1	41.9425	0.624993
1M	5	cuda_fused_fixed	aos	64	256	256	48k	2	39.5209	0.588908
1M	5	cuda_fused_fixed	aos	64	256	256	48k	3	39.4436	0.587755
1M	5	cuda_fused_fixed	aos	64	256	256	48k	4	39.5318	0.589069
1M	5	cuda_fused_fixed	aos	64	1024	256	48k	1	142.959	2.13025
1M	5	cuda_fused_fixed	aos	64	1024	256	48k	2	143.644	2.14046
1M	5	cuda_fused_fixed	aos	64	1024	256	48k	3	143.11	2.13251
1M	5	cuda_fused_fixed	aos	64	1024	256	48k	4	143.344	2.136
1M	5	cuda_fused_fixed	aos	64	4096	256	48k	1	786.956	11.7266
1M	5	cuda_fused_fixed	aos	64	4096	256	48k	2	792.008	11.8018
1M	5	cuda_fused_fixed	aos	64	4096	256	48k	3	830.542	12.376
1M	5	cuda_fused_fixed	aos	64	4096	256	48k	4	707.065	10.5361
512k	5	cuda_fused_fixed	aos	128	16	256	48k	1	17.8466	0.265934
512k	5	cuda_fused_fixed	aos	128	16	256	48k	2	32.3418	0.48193
512k	5	cuda_fused_fixed	aos	128	16	256	48k	3	17.1832	0.25605
512k	5	cuda_fused_fixed	aos	128	16	256	48k	4	17.5006	0.26078
512k	5	cuda_fused_fixed	aos	128	64	256	48k	1	16.4126	0.244567
512k	5	cuda_fused_fixed	aos	128	64	256	48k	2	16.5701	0.246914
512k	5	cuda_fused_fixed	aos	128	64	256	48k	3	16.3402	0.243488
512k	5	cuda_fused_fixed	aos	128	64	256	48k	4	16.4536	0.245178
512k	5	cuda_fused_fixed	aos	128	256	256	48k	1	43.7803	0.652377
512k	5	cuda_fused_fixed	aos	128	256	256	48k	2	42.6287	0.635217
512k	5	cuda_fused_fixed	aos	128	256	256	48k	3	41.8109	0.623031
512k	5	cuda_fused_fixed	aos	128	256	256	48k	4	41.7947	0.62279
512k	5	cuda_fused_fixed	aos	128	1024	256	48k	1	168.662	2.51327
512k	5	cuda_fused_fixed	aos	128	1024	256	48k	2	158.08	2.35558
512k	5	cuda_fused_fixed	aos	128	1024	256	48k	3	159.624	2.37858
512k	5	cuda_fused_fixed	aos	128	1024	256	48k	4	194.601	2.89978
512k	5	cuda_fused_fixed	aos	128	4096	256	48k	1	1185.64	17.6675
512k	5	cuda_fused_fixed	aos	128	4096	256	48k	2	1201.89	17.9096
512k	5	cuda_fused_fixed	aos	128	4096	256	48k	3	1195.67	17.8168
512k	5	cuda_fused_fixed	aos	128	4096	256	48k	4	1213.82	18.0873
512k	5	cuda_fused_fixed	aos,soa	4	16	256	48k	1	0.462039	0.220318
512k	5	cuda_fused_fixed	aos,soa	4	16	256	48k	2	0.467761	0.223046
512k	5	cuda_fused_fixed	aos,soa	4	16	256	48k	3	0.45973	0.219216
512k	5	cuda_fused_fixed	aos,soa	4	16	256	48k	4	0.453634	0.21631
512k	5	cuda_fused_fixed	aos,soa	4	64	256	48k	1	0.750738	0.35798
512k	5	cuda_fused_fixed	aos,soa	4	64	256	48k	2	0.742995	0.354288
512k	5	cuda_fused_fixed	aos,soa	4	64	256	48k	3	0.754942	0.359984
512k	5	cuda_fused_fixed	aos,soa	4	64	256	48k	4	0.746316	0.355871
512k	5	cuda_fused_fixed	aos,soa	4	256	256	48k	1	1.86914	0.891273
512k	5	cuda_fused_fixed	aos,soa	4	256	256	48k	2	1.86464	0.889128
512k	5	cuda_fused_fixed	aos,soa	4	256	256	48k	3	1.87212	0.892695
512k	5	cuda_fused_fixed	aos,soa	4	256	256	48k	4	1.86925	0.891328
512k	5	cuda_fused_fixed	aos,soa	4	1024	256	48k	1	6.90792	3.29395
512k	5	cuda_fused_fixed	aos,soa	4	1024	256	48k	2	6.90369	3.29193
512k	5	cuda_fused_fixed	aos,soa	4	1024	256	48k	3	6.88878	3.28482
512k	5	cuda_fused_fixed	aos,soa	4	1024	256	48k	4	6.9012	3.29075
512k	5	cuda_fused_fixed	aos,soa	4	4096	256	48k	1	25.0543	11.9468
512k	5	cuda_fused_fixed	aos,soa	4	4096	256	48k	2	25.2099	12.021
512k	5	cuda_fused_fixed	aos,soa	4	4096	256	48k	3	25.1597	11.9971
512k	5	cuda_fused_fixed	aos,soa	4	4096	256	48k	4	25.1508	11.9928
512k	5	cuda_fused_fixed	aos,soa	8	16	256	48k	1	0.623677	0.148696
512k	5	cuda_fused_fixed	aos,soa	8	16	256	48k	2	0.653863	0.155893
512k	5	cuda_fused_fixed	aos,soa	8	16	256	48k	3	0.644521	0.153666
512k	5	cuda_fused_fixed	aos,soa	8	16	256	48k	4	0.65509	0.156186
512k	5	cuda_fused_fixed	aos,soa	8	64	256	48k	1	1.02489	0.244352
512k	5	cuda_fused_fixed	aos,soa	8	64	256	48k	2	1.01193	0.241263
512k	5	cuda_fused_fixed	aos,soa	8	64	256	48k	3	0.991702	0.23644
512k	5	cuda_fused_fixed	aos,soa	8	64	256	48k	4	1.01327	0.241581
512k	5	cuda_fused_fixed	aos,soa	8	256	256	48k	1	2.6654	0.63548
512k	5	cuda_fused_fixed	aos,soa	8	256	256	48k	2	2.67416	0.637569
512k	5	cuda_fused_fixed	aos,soa	8	256	256	48k	3	2.67018	0.636621
512k	5	cuda_fused_fixed	aos,soa	8	256	256	48k	4	2.66535	0.635469
512k	5	cuda_fused_fixed	aos,soa	8	1024	256	48k	1	9.50929	2.26719
512k	5	cuda_fused_fixed	aos,soa	8	1024	256	48k	2	9.515	2.26855
512k	5	cuda_fused_fixed	aos,soa	8	1024	256	48k	3	9.49592	2.264
512k	5	cuda_fused_fixed	aos,soa	8	1024	256	48k	4	9.503	2.26569
512k	5	cuda_fused_fixed	aos,soa	8	4096	256	48k	1	37.189	8.86655
512k	5	cuda_fused_fixed	aos,soa	8	4096	256	48k	2	37.2025	8.86976
512k	5	cuda_fused_fixed	aos,soa	8	4096	256	48k	3	37.1425	8.85546
512k	5	cuda_fused_fixed	aos,soa	8	4096	256	48k	4	37.1213	8.85042
512k	5	cuda_fused_fixed	aos,soa	16	16	256	48k	1	1.13538	0.135348
512k	5	cuda_fused_fixed	aos,soa	16	16	256	48k	2	1.13658	0.135491
512k	5	cuda_fused_fixed	aos,soa	16	16	256	48k	3	1.25618	0.149748
512k	5	cuda_fused_fixed	aos,soa	16	16	256	48k	4	1.10227	0.1314
512k	5	cuda_fused_fixed	aos,soa	16	64	256	48k	1	1.75444	0.209145
512k	5	cuda_fused_fixed	aos,soa	16	64	256	48k	2	1.7601	0.20982
512k	5	cuda_fused_fixed	aos,soa	16	64	256	48k	3	1.77635	0.211757
512k	5	cuda_fused_fixed	aos,soa	16	64	256	48k	4	1.75239	0.208901
512k	5	cuda_fused_fixed	aos,soa	16	256	256	48k	1	5.09426	0.607283
512k	5	cuda_fused_fixed	aos,soa	16	256	256	48k	2	5.08256	0.605888
512k	5	cuda_fused_fixed	aos,soa	16	256	256	48k	3	5.09209	0.607025
