N	iters	algorithm	layout	dim	k	blockSize	shmSize	seed	totalTime	normalizedTime
8M	5	cuda_fused_regs	aos	8	64	256	48k	4	6.18761	0.0922026
8M	5	cuda_fused_regs	aos	8	256	256	48k	1	8.07867	0.120382
8M	5	cuda_fused_regs	aos	8	256	256	48k	2	8.07753	0.120365
8M	5	cuda_fused_regs	aos	8	256	256	48k	3	8.06471	0.120174
8M	5	cuda_fused_regs	aos	8	256	256	48k	4	7.93126	0.118185
8M	5	cuda_fused_regs	aos	8	1024	256	48k	1	30.4916	0.45436
8M	5	cuda_fused_regs	aos	8	1024	256	48k	2	30.5037	0.45454
8M	5	cuda_fused_regs	aos	8	1024	256	48k	3	30.8898	0.460294
8M	5	cuda_fused_regs	aos	8	1024	256	48k	4	30.6167	0.456224
8M	5	cuda_fused_regs	aos	8	4096	256	48k	1	121.256	1.80686
8M	5	cuda_fused_regs	aos	8	4096	256	48k	2	121.403	1.80905
8M	5	cuda_fused_regs	aos	8	4096	256	48k	3	121.365	1.80847
8M	5	cuda_fused_regs	aos	8	4096	256	48k	4	121.521	1.81081
8M	5	cuda_fused_regs	aos	16	16	256	48k	1	10.2545	0.0764022
8M	5	cuda_fused_regs	aos	16	16	256	48k	2	10.4461	0.0778299
8M	5	cuda_fused_regs	aos	16	16	256	48k	3	9.70994	0.0723447
8M	5	cuda_fused_regs	aos	16	16	256	48k	4	10.8137	0.0805681
8M	5	cuda_fused_regs	aos	16	64	256	48k	1	9.5623	0.0712447
8M	5	cuda_fused_regs	aos	16	64	256	48k	2	11.4149	0.0850478
8M	5	cuda_fused_regs	aos	16	64	256	48k	3	11.7791	0.0877611
8M	5	cuda_fused_regs	aos	16	64	256	48k	4	12.0266	0.0896048
8M	5	cuda_fused_regs	aos	16	256	256	48k	1	15.7541	0.117377
8M	5	cuda_fused_regs	aos	16	256	256	48k	2	14.2765	0.106369
8M	5	cuda_fused_regs	aos	16	256	256	48k	3	13.5117	0.10067
8M	5	cuda_fused_regs	aos	16	256	256	48k	4	13.504	0.100613
8M	5	cuda_fused_regs	aos	16	1024	256	48k	1	51.9231	0.386857
8M	5	cuda_fused_regs	aos	16	1024	256	48k	2	51.9503	0.38706
8M	5	cuda_fused_regs	aos	16	1024	256	48k	3	52.1102	0.388251
8M	5	cuda_fused_regs	aos	16	1024	256	48k	4	51.8331	0.386187
8M	5	cuda_fused_regs	aos	16	4096	256	48k	1	211.82	1.57818
8M	5	cuda_fused_regs	aos	16	4096	256	48k	2	205.519	1.53123
8M	5	cuda_fused_regs	aos	16	4096	256	48k	3	205.657	1.53227
8M	5	cuda_fused_regs	aos	16	4096	256	48k	4	205.481	1.53096
8M	5	cuda_fused_regs	aos	32	16	256	48k	1	19.0468	0.0709548
8M	5	cuda_fused_regs	aos	32	16	256	48k	2	22.3283	0.0831796
8M	5	cuda_fused_regs	aos	32	16	256	48k	3	23.1115	0.086097
8M	5	cuda_fused_regs	aos	32	16	256	48k	4	27.0182	0.100651
8M	5	cuda_fused_regs	aos	32	64	256	48k	1	24.5285	0.0913758
8M	5	cuda_fused_regs	aos	32	64	256	48k	2	29.9261	0.111483
8M	5	cuda_fused_regs	aos	32	64	256	48k	3	24.7048	0.0920324
8M	5	cuda_fused_regs	aos	32	64	256	48k	4	29.3298	0.109262
8M	5	cuda_fused_regs	aos	32	256	256	48k	1	30.297	0.112865
8M	5	cuda_fused_regs	aos	32	256	256	48k	2	29.9773	0.111674
8M	5	cuda_fused_regs	aos	32	256	256	48k	3	29.9642	0.111625
8M	5	cuda_fused_regs	aos	32	256	256	48k	4	29.987	0.11171
8M	5	cuda_fused_regs	aos	32	1024	256	48k	1	102.811	0.383002
8M	5	cuda_fused_regs	aos	32	1024	256	48k	2	102.928	0.383438
8M	5	cuda_fused_regs	aos	32	1024	256	48k	3	102.83	0.383073
8M	5	cuda_fused_regs	aos	32	1024	256	48k	4	102.872	0.383226
8M	5	cuda_fused_regs	aos	32	4096	256	48k	1	400.228	1.49097
8M	5	cuda_fused_regs	aos	32	4096	256	48k	2	394.894	1.4711
8M	5	cuda_fused_regs	aos	32	4096	256	48k	3	394.868	1.471
8M	5	cuda_fused_regs	aos	32	4096	256	48k	4	395.18	1.47216
4M	5	cuda_fused_regs	aos	64	16	256	48k	1	26.6321	0.0992124
4M	5	cuda_fused_regs	aos	64	16	256	48k	2	24.271	0.0904166
4M	5	cuda_fused_regs	aos	64	16	256	48k	3	35.9648	0.133979
4M	5	cuda_fused_regs	aos	64	16	256	48k	4	23.4653	0.087415
4M	5	cuda_fused_regs	aos	64	64	256	48k	1	31.6094	0.117754
4M	5	cuda_fused_regs	aos	64	64	256	48k	2	16.8554	0.0627914
4M	5	cuda_fused_regs	aos	64	64	256	48k	3	16.767	0.0624618
4M	5	cuda_fused_regs	aos	64	64	256	48k	4	19.4114	0.0723132
4M	5	cuda_fused_regs	aos	64	256	256	48k	1	30.0781	0.11205
4M	5	cuda_fused_regs	aos	64	256	256	48k	2	30.1534	0.11233
4M	5	cuda_fused_regs	aos	64	256	256	48k	3	34.0934	0.127008
4M	5	cuda_fused_regs	aos	64	256	256	48k	4	30.1737	0.112406
4M	5	cuda_fused_regs	aos	64	1024	256	48k	1	102.803	0.382969
4M	5	cuda_fused_regs	aos	64	1024	256	48k	2	102.989	0.383664
4M	5	cuda_fused_regs	aos	64	1024	256	48k	3	102.821	0.383038
4M	5	cuda_fused_regs	aos	64	1024	256	48k	4	107.121	0.399057
4M	5	cuda_fused_regs	aos	64	4096	256	48k	1	393.953	1.46759
4M	5	cuda_fused_regs	aos	64	4096	256	48k	2	394.079	1.46806
4M	5	cuda_fused_regs	aos	64	4096	256	48k	3	394.099	1.46813
4M	5	cuda_fused_regs	aos	64	4096	256	48k	4	400.802	1.4931
2M	5	cuda_fused_regs	aos	128	16	256	48k	1	22.4112	0.0834883
2M	5	cuda_fused_regs	aos	128	16	256	48k	2	28.2492	0.105236
2M	5	cuda_fused_regs	aos	128	16	256	48k	3	27.0827	0.100891
2M	5	cuda_fused_regs	aos	128	16	256	48k	4	27.1281	0.10106
2M	5	cuda_fused_regs	aos	128	64	256	48k	1	14.5311	0.0541327
2M	5	cuda_fused_regs	aos	128	64	256	48k	2	19.0632	0.071016
2M	5	cuda_fused_regs	aos	128	64	256	48k	3	15.0351	0.0560102
2M	5	cuda_fused_regs	aos	128	64	256	48k	4	18.5518	0.069111
2M	5	cuda_fused_regs	aos	128	256	256	48k	1	40.2525	0.149952
2M	5	cuda_fused_regs	aos	128	256	256	48k	2	38.3906	0.143016
2M	5	cuda_fused_regs	aos	128	256	256	48k	3	38.3768	0.142965
2M	5	cuda_fused_regs	aos	128	256	256	48k	4	38.3755	0.14296
2M	5	cuda_fused_regs	aos	128	1024	256	48k	1	136.384	0.508068
2M	5	cuda_fused_regs	aos	128	1024	256	48k	2	142.501	0.530857
2M	5	cuda_fused_regs	aos	128	1024	256	48k	3	136.507	0.508528
2M	5	cuda_fused_regs	aos	128	1024	256	48k	4	136.79	0.509582
2M	5	cuda_fused_regs	aos	128	4096	256	48k	1	531.352	1.97944
2M	5	cuda_fused_regs	aos	128	4096	256	48k	2	538.937	2.0077
2M	5	cuda_fused_regs	aos	128	4096	256	48k	3	531.94	1.98163
2M	5	cuda_fused_regs	aos	128	4096	256	48k	4	531.857	1.98132
2M	5	cuda_fused_regs	aos,soa	4	16	256	48k	1	0.777247	0.092655
2M	5	cuda_fused_regs	aos,soa	4	16	256	48k	2	0.901711	0.107492
2M	5	cuda_fused_regs	aos,soa	4	16	256	48k	3	0.756237	0.0901505
2M	5	cuda_fused_regs	aos,soa	4	16	256	48k	4	0.960728	0.114528
2M	5	cuda_fused_regs	aos,soa	4	64	256	48k	1	0.99124	0.118165
2M	5	cuda_fused_regs	aos,soa	4	64	256	48k	2	0.968939	0.115507
2M	5	cuda_fused_regs	aos,soa	4	64	256	48k	3	0.986411	0.117589
2M	5	cuda_fused_regs	aos,soa	4	64	256	48k	4	0.997294	0.118887
2M	5	cuda_fused_regs	aos,soa	4	256	256	48k	1	1.40098	0.16701
2M	5	cuda_fused_regs	aos,soa	4	256	256	48k	2	1.40611	0.167621
2M	5	cuda_fused_regs	aos,soa	4	256	256	48k	3	1.40299	0.167249
2M	5	cuda_fused_regs	aos,soa	4	256	256	48k	4	1.404	0.167369
2M	5	cuda_fused_regs	aos,soa	4	1024	256	48k	1	5.26848	0.628052
2M	5	cuda_fused_regs	aos,soa	4	1024	256	48k	2	5.27403	0.628713
2M	5	cuda_fused_regs	aos,soa	4	1024	256	48k	3	5.27542	0.628879
2M	5	cuda_fused_regs	aos,soa	4	1024	256	48k	4	5.27116	0.628372
2M	5	cuda_fused_regs	aos,soa	4	4096	256	48k	1	20.7072	2.4685
2M	5	cuda_fused_regs	aos,soa	4	4096	256	48k	2	20.7687	2.47583
2M	5	cuda_fused_regs	aos,soa	4	4096	256	48k	3	20.7187	2.46987
2M	5	cuda_fused_regs	aos,soa	4	4096	256	48k	4	20.7971	2.47921
2M	5	cuda_fused_regs	aos,soa	8	16	256	48k	1	1.06358	0.0633941
2M	5	cuda_fused_regs	aos,soa	8	16	256	48k	2	0.811143	0.0483479
2M	5	cuda_fused_regs	aos,soa	8	16	256	48k	3	0.88641	0.0528342
2M	5	cuda_fused_regs	aos,soa	8	16	256	48k	4	0.844392	0.0503297
2M	5	cuda_fused_regs	aos,soa	8	64	256	48k	1	1.29454	0.0771604
2M	5	cuda_fused_regs	aos,soa	8	64	256	48k	2	1.31651	0.0784701
2M	5	cuda_fused_regs	aos,soa	8	64	256	48k	3	1.32395	0.0789134
2M	5	cuda_fused_regs	aos,soa	8	64	256	48k	4	1.28346	0.0765003
2M	5	cuda_fused_regs	aos,soa	8	256	256	48k	1	2.33122	0.138952
2M	5	cuda_fused_regs	aos,soa	8	256	256	48k	2	2.3322	0.13901
2M	5	cuda_fused_regs	aos,soa	8	256	256	48k	3	2.33755	0.139329
2M	5	cuda_fused_regs	aos,soa	8	256	256	48k	4	2.33594	0.139233
2M	5	cuda_fused_regs	aos,soa	8	1024	256	48k	1	8.97784	0.535121
2M	5	cuda_fused_regs	aos,soa	8	1024	256	48k	2	8.96811	0.534541
2M	5	cuda_fused_regs	aos,soa	8	1024	256	48k	3	8.98158	0.535344
2M	5	cuda_fused_regs	aos,soa	8	1024	256	48k	4	8.98377	0.535475
2M	5	cuda_fused_regs	aos,soa	8	4096	256	48k	1	32.0303	1.90915
2M	5	cuda_fused_regs	aos,soa	8	4096	256	48k	2	30.5655	1.82184
2M	5	cuda_fused_regs	aos,soa	8	4096	256	48k	3	30.6138	1.82472
2M	5	cuda_fused_regs	aos,soa	8	4096	256	48k	4	30.7673	1.83387
2M	5	cuda_fused_regs	aos,soa	16	16	256	48k	1	1.11815	0.0333234
2M	5	cuda_fused_regs	aos,soa	16	16	256	48k	2	1.25455	0.0373884
2M	5	cuda_fused_regs	aos,soa	16	16	256	48k	3	1.32643	0.0395307
2M	5	cuda_fused_regs	aos,soa	16	16	256	48k	4	0.990711	0.0295255
2M	5	cuda_fused_regs	aos,soa	16	64	256	48k	1	1.40866	0.0419814
2M	5	cuda_fused_regs	aos,soa	16	64	256	48k	2	1.38472	0.0412679
2M	5	cuda_fused_regs	aos,soa	16	64	256	48k	3	1.39914	0.0416976
2M	5	cuda_fused_regs	aos,soa	16	64	256	48k	4	1.35901	0.0405016
2M	5	cuda_fused_regs	aos,soa	16	256	256	48k	1	3.33326	0.0993388
2M	5	cuda_fused_regs	aos,soa	16	256	256	48k	2	3.33742	0.0994628
2M	5	cuda_fused_regs	aos,soa	16	256	256	48k	3	3.33579	0.0994144
2M	5	cuda_fused_regs	aos,soa	16	256	256	48k	4	3.3393	0.0995189
2M	5	cuda_fused_regs	aos,soa	16	1024	256	48k	1	12.8089	0.381734
2M	5	cuda_fused_regs	aos,soa	16	1024	256	48k	2	12.8542	0.383085
2M	5	cuda_fused_regs	aos,soa	16	1024	256	48k	3	13.184	0.392913
2M	5	cuda_fused_regs	aos,soa	16	1024	256	48k	4	13.0855	0.389978
2M	5	cuda_fused_regs	aos,soa	16	4096	256	48k	1	52.0033	1.54982
2M	5	cuda_fused_regs	aos,soa	16	4096	256	48k	2	51.6627	1.53967
2M	5	cuda_fused_regs	aos,soa	16	4096	256	48k	3	51.745	1.54212
2M	5	cuda_fused_regs	aos,soa	16	4096	256	48k	4	51.9468	1.54814
2M	5	cuda_fused_regs	aos,soa	32	16	256	48k	1	2.32759	0.0346838
2M	5	cuda_fused_regs	aos,soa	32	16	256	48k	2	2.16457	0.0322546
2M	5	cuda_fused_regs	aos,soa	32	16	256	48k	3	2.43721	0.0363172
2M	5	cuda_fused_regs	aos,soa	32	16	256	48k	4	2.20507	0.0328581
2M	5	cuda_fused_regs	aos,soa	32	64	256	48k	1	3.17245	0.0472732
2M	5	cuda_fused_regs	aos,soa	32	64	256	48k	2	3.15028	0.0469428
2M	5	cuda_fused_regs	aos,soa	32	64	256	48k	3	3.06555	0.0456803
2M	5	cuda_fused_regs	aos,soa	32	64	256	48k	4	3.06378	0.0456538
2M	5	cuda_fused_regs	aos,soa	32	256	256	48k	1	8.49743	0.126622
2M	5	cuda_fused_regs	aos,soa	32	256	256	48k	2	8.51641	0.126904
2M	5	cuda_fused_regs	aos,soa	32	256	256	48k	3	7.88601	0.117511
2M	5	cuda_fused_regs	aos,soa	32	256	256	48k	4	7.64941	0.113985
2M	5	cuda_fused_regs	aos,soa	32	1024	256	48k	1	25.7809	0.384165
2M	5	cuda_fused_regs	aos,soa	32	1024	256	48k	2	26.023	0.387773
2M	5	cuda_fused_regs	aos,soa	32	1024	256	48k	3	26.0032	0.387477
2M	5	cuda_fused_regs	aos,soa	32	1024	256	48k	4	25.7912	0.384318
2M	5	cuda_fused_regs	aos,soa	32	4096	256	48k	1	99.6676	1.48516
2M	5	cuda_fused_regs	aos,soa	32	4096	256	48k	2	100.023	1.49046
2M	5	cuda_fused_regs	aos,soa	32	4096	256	48k	3	99.9226	1.48896
2M	5	cuda_fused_regs	aos,soa	32	4096	256	48k	4	99.8935	1.48853
4M	5	cuda_fused_regs	aos,soa	64	16	256	48k	1	9.60961	0.0357986
4M	5	cuda_fused_regs	aos,soa	64	16	256	48k	2	8.13487	0.0303048
4M	5	cuda_fused_regs	aos,soa	64	16	256	48k	3	8.54736	0.0318414
4M	5	cuda_fused_regs	aos,soa	64	16	256	48k	4	8.37574	0.031202
4M	5	cuda_fused_regs	aos,soa	64	64	256	48k	1	10.754	0.0400618
4M	5	cuda_fused_regs	aos,soa	64	64	256	48k	2	9.39265	0.0349904
4M	5	cuda_fused_regs	aos,soa	64	64	256	48k	3	9.57587	0.0356729
4M	5	cuda_fused_regs	aos,soa	64	64	256	48k	4	9.58251	0.0356976
4M	5	cuda_fused_regs	aos,soa	64	256	256	48k	1	27.1829	0.101264
4M	5	cuda_fused_regs	aos,soa	64	256	256	48k	2	31.4531	0.117172
4M	5	cuda_fused_regs	aos,soa	64	256	256	48k	3	27.0867	0.100906
4M	5	cuda_fused_regs	aos,soa	64	256	256	48k	4	27.138	0.101097
4M	5	cuda_fused_regs	aos,soa	64	1024	256	48k	1	99.2803	0.369848
4M	5	cuda_fused_regs	aos,soa	64	1024	256	48k	2	99.4542	0.370496
4M	5	cuda_fused_regs	aos,soa	64	1024	256	48k	3	103.18	0.384374
4M	5	cuda_fused_regs	aos,soa	64	1024	256	48k	4	99.4828	0.370602
4M	5	cuda_fused_regs	aos,soa	64	4096	256	48k	1	382.073	1.42333
4M	5	cuda_fused_regs	aos,soa	64	4096	256	48k	2	381.974	1.42297
4M	5	cuda_fused_regs	aos,soa	64	4096	256	48k	3	385.603	1.43648
4M	5	cuda_fused_regs	aos,soa	64	4096	256	48k	4	382.042	1.42322
2M	5	cuda_fused_regs	aos,soa	128	16	256	48k	1	6.83537	0.0254637
2M	5	cuda_fused_regs	aos,soa	128	16	256	48k	2	7.77645	0.0289695
2M	5	cuda_fused_regs	aos,soa	128	16	256	48k	3	7.29571	0.0271786
2M	5	cuda_fused_regs	aos,soa	128	16	256	48k	4	9.36894	0.034902
2M	5	cuda_fused_regs	aos,soa	128	64	256	48k	1	11.4897	0.0428026
2M	5	cuda_fused_regs	aos,soa	128	64	256	48k	2	11.5222	0.0429236
2M	5	cuda_fused_regs	aos,soa	128	64	256	48k	3	11.6455	0.043383
2M	5	cuda_fused_regs	aos,soa	128	64	256	48k	4	11.7404	0.0437364
2M	5	cuda_fused_regs	aos,soa	128	256	256	48k	1	36.1797	0.13478
2M	5	cuda_fused_regs	aos,soa	128	256	256	48k	2	36.1752	0.134763
2M	5	cuda_fused_regs	aos,soa	128	256	256	48k	3	36.1912	0.134823
2M	5	cuda_fused_regs	aos,soa	128	256	256	48k	4	36.2184	0.134924
2M	5	cuda_fused_regs	aos,soa	128	1024	256	48k	1	139.882	0.521102
2M	5	cuda_fused_regs	aos,soa	128	1024	256	48k	2	133.535	0.497457
2M	5	cuda_fused_regs	aos,soa	128	1024	256	48k	3	133.689	0.498029
2M	5	cuda_fused_regs	aos,soa	128	1024	256	48k	4	133.78	0.498368
2M	5	cuda_fused_regs	aos,soa	128	4096	256	48k	1	520.301	1.93827
2M	5	cuda_fused_regs	aos,soa	128	4096	256	48k	2	522.452	1.94628
2M	5	cuda_fused_regs	aos,soa	128	4096	256	48k	3	521.243	1.94178
2M	5	cuda_fused_regs	aos,soa	128	4096	256	48k	4	520.734	1.93988
2M	5	cuda_fused_regs	soa,aos	4	16	256	48k	1	0.87839	0.104712
2M	5	cuda_fused_regs	soa,aos	4	16	256	48k	2	0.996027	0.118736
2M	5	cuda_fused_regs	soa,aos	4	16	256	48k	3	0.856697	0.102126
2M	5	cuda_fused_regs	soa,aos	4	16	256	48k	4	1.06037	0.126406
2M	5	cuda_fused_regs	soa,aos	4	64	256	48k	1	1.12557	0.134178
2M	5	cuda_fused_regs	soa,aos	4	64	256	48k	2	1.084	0.129222
2M	5	cuda_fused_regs	soa,aos	4	64	256	48k	3	1.1295	0.134647
2M	5	cuda_fused_regs	soa,aos	4	64	256	48k	4	1.1357	0.135386
2M	5	cuda_fused_regs	soa,aos	4	256	256	48k	1	1.47624	0.175982
2M	5	cuda_fused_regs	soa,aos	4	256	256	48k	2	1.47467	0.175794
2M	5	cuda_fused_regs	soa,aos	4	256	256	48k	3	1.46969	0.175201
2M	5	cuda_fused_regs	soa,aos	4	256	256	48k	4	1.4556	0.173521
2M	5	cuda_fused_regs	soa,aos	4	1024	256	48k	1	5.30317	0.632187
2M	5	cuda_fused_regs	soa,aos	4	1024	256	48k	2	5.29371	0.631059
2M	5	cuda_fused_regs	soa,aos	4	1024	256	48k	3	5.29529	0.631248
2M	5	cuda_fused_regs	soa,aos	4	1024	256	48k	4	5.30275	0.632137
2M	5	cuda_fused_regs	soa,aos	4	4096	256	48k	1	20.9882	2.50199
2M	5	cuda_fused_regs	soa,aos	4	4096	256	48k	2	21.0393	2.50808
2M	5	cuda_fused_regs	soa,aos	4	4096	256	48k	3	21.0067	2.50419
2M	5	cuda_fused_regs	soa,aos	4	4096	256	48k	4	21.1012	2.51546
2M	5	cuda_fused_regs	soa,aos	8	16	256	48k	1	1.39083	0.0829
2M	5	cuda_fused_regs	soa,aos	8	16	256	48k	2	1.22689	0.0731286
2M	5	cuda_fused_regs	soa,aos	8	16	256	48k	3	1.29065	0.0769286
2M	5	cuda_fused_regs	soa,aos	8	16	256	48k	4	1.2354	0.0736354
2M	5	cuda_fused_regs	soa,aos	8	64	256	48k	1	1.70192	0.101443
2M	5	cuda_fused_regs	soa,aos	8	64	256	48k	2	1.68909	0.100678
2M	5	cuda_fused_regs	soa,aos	8	64	256	48k	3	1.66043	0.0989696
2M	5	cuda_fused_regs	soa,aos	8	64	256	48k	4	1.60532	0.0956847
2M	5	cuda_fused_regs	soa,aos	8	256	256	48k	1	2.45487	0.146322
2M	5	cuda_fused_regs	soa,aos	8	256	256	48k	2	2.4629	0.1468
2M	5	cuda_fused_regs	soa,aos	8	256	256	48k	3	2.44185	0.145546
2M	5	cuda_fused_regs	soa,aos	8	256	256	48k	4	2.5214	0.150287
2M	5	cuda_fused_regs	soa,aos	8	1024	256	48k	1	8.90206	0.530604
2M	5	cuda_fused_regs	soa,aos	8	1024	256	48k	2	8.8988	0.53041
2M	5	cuda_fused_regs	soa,aos	8	1024	256	48k	3	8.89955	0.530454
2M	5	cuda_fused_regs	soa,aos	8	1024	256	48k	4	8.88696	0.529704
2M	5	cuda_fused_regs	soa,aos	8	4096	256	48k	1	30.319	1.80715
2M	5	cuda_fused_regs	soa,aos	8	4096	256	48k	2	30.6908	1.82931
2M	5	cuda_fused_regs	soa,aos	8	4096	256	48k	3	30.3763	1.81057
2M	5	cuda_fused_regs	soa,aos	8	4096	256	48k	4	30.5032	1.81813
2M	5	cuda_fused_regs	soa,aos	16	16	256	48k	1	2.46198	0.0733728
2M	5	cuda_fused_regs	soa,aos	16	16	256	48k	2	3.17143	0.094516
2M	5	cuda_fused_regs	soa,aos	16	16	256	48k	3	2.45118	0.0730508
2M	5	cuda_fused_regs	soa,aos	16	16	256	48k	4	2.53473	0.0755408
2M	5	cuda_fused_regs	soa,aos	16	64	256	48k	1	2.34961	0.0700239
2M	5	cuda_fused_regs	soa,aos	16	64	256	48k	2	2.59816	0.0774311
2M	5	cuda_fused_regs	soa,aos	16	64	256	48k	3	2.60217	0.0775508
2M	5	cuda_fused_regs	soa,aos	16	64	256	48k	4	2.38792	0.0711656
2M	5	cuda_fused_regs	soa,aos	16	256	256	48k	1	3.49175	0.104062
2M	5	cuda_fused_regs	soa,aos	16	256	256	48k	2	3.49827	0.104257
2M	5	cuda_fused_regs	soa,aos	16	256	256	48k	3	3.49217	0.104075
2M	5	cuda_fused_regs	soa,aos	16	256	256	48k	4	3.49224	0.104077
2M	5	cuda_fused_regs	soa,aos	16	1024	256	48k	1	13.152	0.391959
2M	5	cuda_fused_regs	soa,aos	16	1024	256	48k	2	13.061	0.389247
2M	5	cuda_fused_regs	soa,aos	16	1024	256	48k	3	12.7918	0.381225
2M	5	cuda_fused_regs	soa,aos	16	1024	256	48k	4	12.8182	0.382012
2M	5	cuda_fused_regs	soa,aos	16	4096	256	48k	1	51.4211	1.53247
2M	5	cuda_fused_regs	soa,aos	16	4096	256	48k	2	51.571	1.53694
2M	5	cuda_fused_regs	soa,aos	16	4096	256	48k	3	51.6828	1.54027
2M	5	cuda_fused_regs	soa,aos	16	4096	256	48k	4	51.9763	1.54901
2M	5	cuda_fused_regs	soa,aos	32	16	256	48k	1	5.51443	0.0821714
2M	5	cuda_fused_regs	soa,aos	32	16	256	48k	2	5.3208	0.0792861
2M	5	cuda_fused_regs	soa,aos	32	16	256	48k	3	5.48795	0.0817768
2M	5	cuda_fused_regs	soa,aos	32	16	256	48k	4	4.68302	0.0697824
2M	5	cuda_fused_regs	soa,aos	32	64	256	48k	1	6.37448	0.0949871
2M	5	cuda_fused_regs	soa,aos	32	64	256	48k	2	6.51371	0.0970619
2M	5	cuda_fused_regs	soa,aos	32	64	256	48k	3	6.41044	0.095523
2M	5	cuda_fused_regs	soa,aos	32	64	256	48k	4	6.17577	0.0920261
2M	5	cuda_fused_regs	soa,aos	32	256	256	48k	1	7.18725	0.107098
2M	5	cuda_fused_regs	soa,aos	32	256	256	48k	2	7.22305	0.107632
2M	5	cuda_fused_regs	soa,aos	32	256	256	48k	3	7.17959	0.106984
2M	5	cuda_fused_regs	soa,aos	32	256	256	48k	4	7.18809	0.107111
2M	5	cuda_fused_regs	soa,aos	32	1024	256	48k	1	25.7409	0.383569
2M	5	cuda_fused_regs	soa,aos	32	1024	256	48k	2	25.7308	0.383418
2M	5	cuda_fused_regs	soa,aos	32	1024	256	48k	3	25.6758	0.382599
2M	5	cuda_fused_regs	soa,aos	32	1024	256	48k	4	25.708	0.383079
2M	5	cuda_fused_regs	soa,aos	32	4096	256	48k	1	99.2435	1.47884
2M	5	cuda_fused_regs	soa,aos	32	4096	256	48k	2	99.4888	1.4825
2M	5	cuda_fused_regs	soa,aos	32	4096	256	48k	3	99.48	1.48237
2M	5	cuda_fused_regs	soa,aos	32	4096	256	48k	4	99.6373	1.48471
4M	5	cuda_fused_regs	soa,aos	64	16	256	48k	1	22.3318	0.0831923
4M	5	cuda_fused_regs	soa,aos	64	16	256	48k	2	22.6028	0.0842021
4M	5	cuda_fused_regs	soa,aos	64	16	256	48k	3	35.8815	0.133669
4M	5	cuda_fused_regs	soa,aos	64	16	256	48k	4	23.3253	0.0868933
4M	5	cuda_fused_regs	soa,aos	64	64	256	48k	1	31.6055	0.11774
4M	5	cuda_fused_regs	soa,aos	64	64	256	48k	2	14.4511	0.0538347
4M	5	cuda_fused_regs	soa,aos	64	64	256	48k	3	16.2378	0.0604905
4M	5	cuda_fused_regs	soa,aos	64	64	256	48k	4	19.2567	0.0717369
4M	5	cuda_fused_regs	soa,aos	64	256	256	48k	1	28.6118	0.106587
4M	5	cuda_fused_regs	soa,aos	64	256	256	48k	2	28.2844	0.105367
4M	5	cuda_fused_regs	soa,aos	64	256	256	48k	3	28.3666	0.105674
4M	5	cuda_fused_regs	soa,aos	64	256	256	48k	4	28.344	0.105589
4M	5	cuda_fused_regs	soa,aos	64	1024	256	48k	1	101.372	0.377639
4M	5	cuda_fused_regs	soa,aos	64	1024	256	48k	2	101.375	0.377651
4M	5	cuda_fused_regs	soa,aos	64	1024	256	48k	3	101.537	0.378256
4M	5	cuda_fused_regs	soa,aos	64	1024	256	48k	4	101.385	0.377689
4M	5	cuda_fused_regs	soa,aos	64	4096	256	48k	1	392.075	1.46059
4M	5	cuda_fused_regs	soa,aos	64	4096	256	48k	2	392.155	1.46089
4M	5	cuda_fused_regs	soa,aos	64	4096	256	48k	3	392.23	1.46117
4M	5	cuda_fused_regs	soa,aos	64	4096	256	48k	4	395.634	1.47385
2M	5	cuda_fused_regs	soa,aos	128	16	256	48k	1	22.5123	0.0838647
2M	5	cuda_fused_regs	soa,aos	128	16	256	48k	2	33.0392	0.12308
2M	5	cuda_fused_regs	soa,aos	128	16	256	48k	3	27.2946	0.10168
2M	5	cuda_fused_regs	soa,aos	128	16	256	48k	4	27.2388	0.101472
2M	5	cuda_fused_regs	soa,aos	128	64	256	48k	1	14.4522	0.0538387
2M	5	cuda_fused_regs	soa,aos	128	64	256	48k	2	18.8544	0.0702379
2M	5	cuda_fused_regs	soa,aos	128	64	256	48k	3	15.812	0.0589044
2M	5	cuda_fused_regs	soa,aos	128	64	256	48k	4	18.3182	0.0682406
2M	5	cuda_fused_regs	soa,aos	128	256	256	48k	1	40.8032	0.152004
2M	5	cuda_fused_regs	soa,aos	128	256	256	48k	2	37.5458	0.139869
2M	5	cuda_fused_regs	soa,aos	128	256	256	48k	3	37.3151	0.13901
2M	5	cuda_fused_regs	soa,aos	128	256	256	48k	4	43.3321	0.161425
2M	5	cuda_fused_regs	soa,aos	128	1024	256	48k	1	135.156	0.503495
2M	5	cuda_fused_regs	soa,aos	128	1024	256	48k	2	136.937	0.51013
2M	5	cuda_fused_regs	soa,aos	128	1024	256	48k	3	134.985	0.502857
2M	5	cuda_fused_regs	soa,aos	128	1024	256	48k	4	135.061	0.503142
2M	5	cuda_fused_regs	soa,aos	128	4096	256	48k	1	527.953	1.96678
2M	5	cuda_fused_regs	soa,aos	128	4096	256	48k	2	534.084	1.98962
2M	5	cuda_fused_regs	soa,aos	128	4096	256	48k	3	527.411	1.96476
2M	5	cuda_fused_regs	soa,aos	128	4096	256	48k	4	533.462	1.9873
2M	5	cuda_fused_regs	soa	4	16	256	48k	1	0.783832	0.0934401
2M	5	cuda_fused_regs	soa	4	16	256	48k	2	0.911063	0.108607
