N	iters	algorithm	layout	dim	k	blockSize	shmSize	seed	totalTime	normalizedTime
2M	5	cuda_best	soa	32	4096	1024	48k	1	99.5246	1.48303
2M	5	cuda_best	soa	32	4096	1024	48k	2	99.5377	1.48323
2M	5	cuda_best	soa	32	4096	1024	48k	3	99.4265	1.48157
2M	5	cuda_best	soa	32	4096	1024	48k	4	99.3883	1.481
4M	5	cuda_best	soa	64	16	256	48k	1	12.2536	0.0456482
4M	5	cuda_best	soa	64	16	256	48k	2	12.6427	0.0470978
4M	5	cuda_best	soa	64	16	256	48k	3	12.4862	0.0465149
4M	5	cuda_best	soa	64	16	256	48k	4	12.5346	0.0466952
4M	5	cuda_best	soa	64	16	1024	48k	1	6.32299	0.023555
4M	5	cuda_best	soa	64	16	1024	48k	2	6.21585	0.0231558
4M	5	cuda_best	soa	64	16	1024	48k	3	5.98525	0.0222968
4M	5	cuda_best	soa	64	16	1024	48k	4	5.9874	0.0223048
4M	5	cuda_best	soa	64	64	256	48k	1	27.6023	0.102827
4M	5	cuda_best	soa	64	64	256	48k	2	26.126	0.0973271
4M	5	cuda_best	soa	64	64	256	48k	3	26.4938	0.0986971
4M	5	cuda_best	soa	64	64	256	48k	4	26.3078	0.0980044
4M	5	cuda_best	soa	64	256	256	48k	1	39.7145	0.147948
4M	5	cuda_best	soa	64	256	256	48k	2	38.9537	0.145114
4M	5	cuda_best	soa	64	256	256	48k	3	38.5862	0.143745
4M	5	cuda_best	soa	64	256	256	48k	4	39.0864	0.145608
4M	5	cuda_best	soa	64	1024	256	48k	1	108.094	0.402683
4M	5	cuda_best	soa	64	1024	256	48k	2	108.181	0.403007
4M	5	cuda_best	soa	64	1024	256	48k	3	107.886	0.401907
4M	5	cuda_best	soa	64	1024	256	48k	4	108.129	0.402811
4M	5	cuda_best	soa	64	4096	256	48k	1	381.19	1.42004
4M	5	cuda_best	soa	64	4096	256	48k	2	386.729	1.44068
4M	5	cuda_best	soa	64	4096	256	48k	3	381.272	1.42035
4M	5	cuda_best	soa	64	4096	256	48k	4	381.249	1.42026
2M	5	cuda_best	soa	128	16	256	48k	1	29.5602	0.11012
2M	5	cuda_best	soa	128	16	256	48k	2	25.9489	0.0966673
2M	5	cuda_best	soa	128	16	256	48k	3	25.9659	0.0967304
2M	5	cuda_best	soa	128	16	256	48k	4	28.4577	0.106013
2M	5	cuda_best	soa	128	16	1024	48k	1	6.00955	0.0223873
2M	5	cuda_best	soa	128	16	1024	48k	2	6.98192	0.0260097
2M	5	cuda_best	soa	128	16	1024	48k	3	6.4049	0.0238601
2M	5	cuda_best	soa	128	16	1024	48k	4	6.74342	0.0251212
2M	5	cuda_best	soa	128	64	256	48k	1	29.147	0.108581
2M	5	cuda_best	soa	128	64	256	48k	2	32.6753	0.121725
2M	5	cuda_best	soa	128	64	256	48k	3	29.1487	0.108587
2M	5	cuda_best	soa	128	64	256	48k	4	29.2083	0.10881
2M	5	cuda_best	soa	128	64	1024	48k	1	13.5932	0.0506385
2M	5	cuda_best	soa	128	64	1024	48k	2	12.5037	0.0465801
2M	5	cuda_best	soa	128	64	1024	48k	3	13.932	0.0519008
2M	5	cuda_best	soa	128	64	1024	48k	4	12.7721	0.0475799
2M	5	cuda_best	soa	128	256	256	48k	1	51.5772	0.19214
2M	5	cuda_best	soa	128	256	256	48k	2	46.7689	0.174228
2M	5	cuda_best	soa	128	256	256	48k	3	46.9692	0.174974
2M	5	cuda_best	soa	128	256	256	48k	4	51.3995	0.191478
2M	5	cuda_best	soa	128	256	1024	48k	1	48.9367	0.182303
2M	5	cuda_best	soa	128	256	1024	48k	2	43.174	0.160836
2M	5	cuda_best	soa	128	256	1024	48k	3	43.311	0.161346
2M	5	cuda_best	soa	128	256	1024	48k	4	49.3069	0.183683
2M	5	cuda_best	soa	128	1024	256	48k	1	119.389	0.444758
2M	5	cuda_best	soa	128	1024	256	48k	2	122.108	0.454886
2M	5	cuda_best	soa	128	1024	256	48k	3	119.494	0.445149
2M	5	cuda_best	soa	128	1024	256	48k	4	122.931	0.457953
2M	5	cuda_best	soa	128	1024	1024	48k	1	117.008	0.435888
2M	5	cuda_best	soa	128	1024	1024	48k	2	120.401	0.448527
2M	5	cuda_best	soa	128	1024	1024	48k	3	117.029	0.435967
2M	5	cuda_best	soa	128	1024	1024	48k	4	116.856	0.435324
2M	5	cuda_best	soa	128	4096	256	48k	1	403.365	1.50265
2M	5	cuda_best	soa	128	4096	256	48k	2	403.591	1.50349
2M	5	cuda_best	soa	128	4096	256	48k	3	406.213	1.51326
2M	5	cuda_best	soa	128	4096	256	48k	4	403.836	1.50441
2M	5	cuda_best	soa	128	4096	1024	48k	1	403.093	1.50164
2M	5	cuda_best	soa	128	4096	1024	48k	2	404.557	1.50709
2M	5	cuda_best	soa	128	4096	1024	48k	3	404.766	1.50787
2M	5	cuda_best	soa	128	4096	1024	48k	4	405.845	1.51189
8M	5	kmcuda	aos	4	16	256	48k	1	1723.86	51.3751
8M	5	kmcuda	aos	4	16	256	48k	2	1817.93	54.1785
8M	5	kmcuda	aos	4	16	256	48k	3	1758.25	52.3999
8M	5	kmcuda	aos	4	16	256	48k	4	1800.56	53.6609
8M	5	kmcuda	aos	4	64	256	48k	1	1389.05	41.3969
8M	5	kmcuda	aos	4	64	256	48k	2	1419.11	42.2928
8M	5	kmcuda	aos	4	64	256	48k	3	1354.25	40.3597
8M	5	kmcuda	aos	4	64	256	48k	4	1437.53	42.8418
8M	5	kmcuda	aos	4	256	256	48k	1	1018.57	30.3556
8M	5	kmcuda	aos	4	256	256	48k	2	1026.59	30.5947
8M	5	kmcuda	aos	4	256	256	48k	3	1017.64	30.3279
8M	5	kmcuda	aos	4	256	256	48k	4	1021.4	30.4402
8M	5	kmcuda	aos	4	1024	256	48k	1	946.113	28.1964
8M	5	kmcuda	aos	4	1024	256	48k	2	946.064	28.1949
8M	5	kmcuda	aos	4	1024	256	48k	3	945.117	28.1667
8M	5	kmcuda	aos	4	1024	256	48k	4	946.233	28.1999
8M	5	kmcuda	aos	4	4096	256	48k	1	1184.86	35.3115
8M	5	kmcuda	aos	4	4096	256	48k	2	1183.3	35.265
8M	5	kmcuda	aos	4	4096	256	48k	3	1183.07	35.2584
8M	5	kmcuda	aos	4	4096	256	48k	4	1183.52	35.2715
8M	5	kmcuda	aos	8	16	256	48k	1	2409.51	35.9045
8M	5	kmcuda	aos	8	16	256	48k	2	2431.02	36.225
8M	5	kmcuda	aos	8	16	256	48k	3	2613.31	38.9413
8M	5	kmcuda	aos	8	16	256	48k	4	2428.13	36.1819
8M	5	kmcuda	aos	8	64	256	48k	1	1923.46	28.6618
8M	5	kmcuda	aos	8	64	256	48k	2	1980.55	29.5125
8M	5	kmcuda	aos	8	64	256	48k	3	1922.5	28.6475
8M	5	kmcuda	aos	8	64	256	48k	4	1948.8	29.0393
8M	5	kmcuda	aos	8	256	256	48k	1	1192.71	17.7728
8M	5	kmcuda	aos	8	256	256	48k	2	1208.02	18.0009
8M	5	kmcuda	aos	8	256	256	48k	3	1209.49	18.0229
8M	5	kmcuda	aos	8	256	256	48k	4	1214.04	18.0907
8M	5	kmcuda	aos	8	1024	256	48k	1	1073.2	15.9919
8M	5	kmcuda	aos	8	1024	256	48k	2	1073.55	15.9971
8M	5	kmcuda	aos	8	1024	256	48k	3	1075.15	16.0209
8M	5	kmcuda	aos	8	1024	256	48k	4	1075.94	16.0328
8M	5	kmcuda	aos	8	4096	256	48k	1	1420.46	21.1665
8M	5	kmcuda	aos	8	4096	256	48k	2	1420.64	21.1692
8M	5	kmcuda	aos	8	4096	256	48k	3	1419.48	21.1518
8M	5	kmcuda	aos	8	4096	256	48k	4	1421.6	21.1835
8M	5	kmcuda	aos	16	16	256	48k	1	3969.67	29.5764
8M	5	kmcuda	aos	16	16	256	48k	2	4172.54	31.0878
8M	5	kmcuda	aos	16	16	256	48k	3	4065.86	30.293
8M	5	kmcuda	aos	16	16	256	48k	4	4448.26	33.1421
8M	5	kmcuda	aos	16	64	256	48k	1	2970.2	22.1297
8M	5	kmcuda	aos	16	64	256	48k	2	3242.34	24.1573
8M	5	kmcuda	aos	16	64	256	48k	3	3171.19	23.6272
8M	5	kmcuda	aos	16	64	256	48k	4	3114.15	23.2022
8M	5	kmcuda	aos	16	256	256	48k	1	1640.31	12.2212
8M	5	kmcuda	aos	16	256	256	48k	2	1692.85	12.6127
8M	5	kmcuda	aos	16	256	256	48k	3	1662.7	12.3881
8M	5	kmcuda	aos	16	256	256	48k	4	1649.16	12.2872
8M	5	kmcuda	aos	16	1024	256	48k	1	1544.66	11.5086
8M	5	kmcuda	aos	16	1024	256	48k	2	1536.71	11.4494
8M	5	kmcuda	aos	16	1024	256	48k	3	1551.59	11.5603
8M	5	kmcuda	aos	16	1024	256	48k	4	1549.67	11.5459
8M	5	kmcuda	aos	16	4096	256	48k	1	2809.57	20.9329
8M	5	kmcuda	aos	16	4096	256	48k	2	2813.64	20.9632
8M	5	kmcuda	aos	16	4096	256	48k	3	2810.07	20.9366
8M	5	kmcuda	aos	16	4096	256	48k	4	2810.14	20.9372
8M	5	kmcuda	aos	32	16	256	48k	1	7194.22	26.8006
8M	5	kmcuda	aos	32	16	256	48k	2	7507.16	27.9663
8M	5	kmcuda	aos	32	16	256	48k	3	8646.43	32.2105
8M	5	kmcuda	aos	32	16	256	48k	4	8450.96	31.4823
8M	5	kmcuda	aos	32	64	256	48k	1	4928.91	18.3616
8M	5	kmcuda	aos	32	64	256	48k	2	5580.04	20.7873
8M	5	kmcuda	aos	32	64	256	48k	3	5075.39	18.9073
8M	5	kmcuda	aos	32	64	256	48k	4	5130.74	19.1135
8M	5	kmcuda	aos	32	256	256	48k	1	2895.99	10.7884
8M	5	kmcuda	aos	32	256	256	48k	2	2952.65	10.9995
8M	5	kmcuda	aos	32	256	256	48k	3	2848.29	10.6107
8M	5	kmcuda	aos	32	256	256	48k	4	2978.43	11.0955
8M	5	kmcuda	aos	32	1024	256	48k	1	3246.68	12.0948
8M	5	kmcuda	aos	32	1024	256	48k	2	3258.63	12.1393
8M	5	kmcuda	aos	32	1024	256	48k	3	3229.33	12.0302
8M	5	kmcuda	aos	32	1024	256	48k	4	3273.32	12.1941
8M	5	kmcuda	aos	32	4096	256	48k	1	8166.25	30.4217
8M	5	kmcuda	aos	32	4096	256	48k	2	8169.77	30.4348
8M	5	kmcuda	aos	32	4096	256	48k	3	8170.69	30.4382
8M	5	kmcuda	aos	32	4096	256	48k	4	8277.27	30.8352
4M	5	kmcuda	aos	64	16	256	48k	1	6878.07	25.6228
4M	5	kmcuda	aos	64	16	256	48k	2	8076.54	30.0874
4M	5	kmcuda	aos	64	16	256	48k	3	7787.11	29.0092
4M	5	kmcuda	aos	64	16	256	48k	4	8066.73	30.0509
4M	5	kmcuda	aos	64	64	256	48k	1	4822.31	17.9645
4M	5	kmcuda	aos	64	64	256	48k	2	4847.79	18.0594
4M	5	kmcuda	aos	64	64	256	48k	3	4691.35	17.4766
4M	5	kmcuda	aos	64	64	256	48k	4	4756.85	17.7206
4M	5	kmcuda	aos	64	256	256	48k	1	3731.42	13.9006
4M	5	kmcuda	aos	64	256	256	48k	2	3598.68	13.4061
4M	5	kmcuda	aos	64	256	256	48k	3	3495.26	13.0209
4M	5	kmcuda	aos	64	256	256	48k	4	3395.91	12.6508
4M	5	kmcuda	aos	64	1024	256	48k	1	2930.95	10.9186
4M	5	kmcuda	aos	64	1024	256	48k	2	2933.82	10.9293
4M	5	kmcuda	aos	64	1024	256	48k	3	2943.16	10.9641
4M	5	kmcuda	aos	64	1024	256	48k	4	2917.2	10.8674
4M	5	kmcuda	aos	64	4096	256	48k	1	7887.84	29.3845
4M	5	kmcuda	aos	64	4096	256	48k	2	7922.55	29.5138
4M	5	kmcuda	aos	64	4096	256	48k	3	7766.42	28.9322
4M	5	kmcuda	aos	64	4096	256	48k	4	7760.94	28.9118
2M	5	kmcuda	aos	128	16	256	48k	1	7008.04	26.107
2M	5	kmcuda	aos	128	16	256	48k	2	7355.57	27.4016
2M	5	kmcuda	aos	128	16	256	48k	3	8249.4	30.7314
2M	5	kmcuda	aos	128	16	256	48k	4	7628.29	28.4176
2M	5	kmcuda	aos	128	64	256	48k	1	5577.14	20.7765
2M	5	kmcuda	aos	128	64	256	48k	2	5350.49	19.9321
2M	5	kmcuda	aos	128	64	256	48k	3	5295.81	19.7284
2M	5	kmcuda	aos	128	64	256	48k	4	6812.55	25.3787
2M	5	kmcuda	aos	128	256	256	48k	1	3793.94	14.1335
2M	5	kmcuda	aos	128	256	256	48k	2	3606.16	13.434
2M	5	kmcuda	aos	128	256	256	48k	3	3508.52	13.0703
2M	5	kmcuda	aos	128	256	256	48k	4	3554.71	13.2423
2M	5	kmcuda	aos	128	1024	256	48k	1	2805.32	10.4506
2M	5	kmcuda	aos	128	1024	256	48k	2	2789.05	10.39
2M	5	kmcuda	aos	128	1024	256	48k	3	2815.28	10.4877
2M	5	kmcuda	aos	128	1024	256	48k	4	2798.96	10.4269
2M	5	kmcuda	aos	128	4096	256	48k	1	7787.72	29.0115
2M	5	kmcuda	aos	128	4096	256	48k	2	7664.66	28.5531
2M	5	kmcuda	aos	128	4096	256	48k	3	7812.33	29.1032
2M	5	kmcuda	aos	128	4096	256	48k	4	7716.55	28.7464
8M	5	cuda_fused_fixed	aos	4	16	256	48k	1	4.03236	0.120174
8M	5	cuda_fused_fixed	aos	4	16	256	48k	2	4.0267	0.120005
8M	5	cuda_fused_fixed	aos	4	16	256	48k	3	3.64656	0.108676
8M	5	cuda_fused_fixed	aos	4	16	256	48k	4	3.69212	0.110034
8M	5	cuda_fused_fixed	aos	4	64	256	48k	1	4.78015	0.14246
8M	5	cuda_fused_fixed	aos	4	64	256	48k	2	4.8512	0.144577
8M	5	cuda_fused_fixed	aos	4	64	256	48k	3	4.83723	0.144161
8M	5	cuda_fused_fixed	aos	4	64	256	48k	4	4.87781	0.14537
8M	5	cuda_fused_fixed	aos	4	256	256	48k	1	7.46711	0.222537
8M	5	cuda_fused_fixed	aos	4	256	256	48k	2	7.48207	0.222983
8M	5	cuda_fused_fixed	aos	4	256	256	48k	3	6.44061	0.191945
8M	5	cuda_fused_fixed	aos	4	256	256	48k	4	6.45425	0.192352
8M	5	cuda_fused_fixed	aos	4	1024	256	48k	1	23.7719	0.708459
8M	5	cuda_fused_fixed	aos	4	1024	256	48k	2	23.7694	0.708382
8M	5	cuda_fused_fixed	aos	4	1024	256	48k	3	23.7723	0.70847
8M	5	cuda_fused_fixed	aos	4	1024	256	48k	4	23.7737	0.70851
8M	5	cuda_fused_fixed	aos	4	4096	256	48k	1	93.6042	2.78962
8M	5	cuda_fused_fixed	aos	4	4096	256	48k	2	93.5991	2.78947
8M	5	cuda_fused_fixed	aos	4	4096	256	48k	3	93.5999	2.7895
8M	5	cuda_fused_fixed	aos	4	4096	256	48k	4	93.6019	2.78955
8M	5	cuda_fused_fixed	aos	8	16	256	48k	1	4.01405	0.059814
8M	5	cuda_fused_fixed	aos	8	16	256	48k	2	4.10125	0.0611135
8M	5	cuda_fused_fixed	aos	8	16	256	48k	3	4.18294	0.0623306
8M	5	cuda_fused_fixed	aos	8	16	256	48k	4	4.45973	0.0664551
8M	5	cuda_fused_fixed	aos	8	64	256	48k	1	5.02816	0.0749255
8M	5	cuda_fused_fixed	aos	8	64	256	48k	2	4.93336	0.0735127
8M	5	cuda_fused_fixed	aos	8	64	256	48k	3	4.9899	0.0743553
8M	5	cuda_fused_fixed	aos	8	64	256	48k	4	5.1226	0.0763327
8M	5	cuda_fused_fixed	aos	8	256	256	48k	1	11.2869	0.168188
8M	5	cuda_fused_fixed	aos	8	256	256	48k	2	11.0819	0.165133
8M	5	cuda_fused_fixed	aos	8	256	256	48k	3	10.0345	0.149526
8M	5	cuda_fused_fixed	aos	8	256	256	48k	4	9.77705	0.145689
8M	5	cuda_fused_fixed	aos	8	1024	256	48k	1	35.3899	0.527351
8M	5	cuda_fused_fixed	aos	8	1024	256	48k	2	35.3965	0.527449
8M	5	cuda_fused_fixed	aos	8	1024	256	48k	3	35.4068	0.527603
8M	5	cuda_fused_fixed	aos	8	1024	256	48k	4	35.4162	0.527742
8M	5	cuda_fused_fixed	aos	8	4096	256	48k	1	138.671	2.06636
8M	5	cuda_fused_fixed	aos	8	4096	256	48k	2	138.573	2.0649
8M	5	cuda_fused_fixed	aos	8	4096	256	48k	3	138.69	2.06665
8M	5	cuda_fused_fixed	aos	8	4096	256	48k	4	138.649	2.06603
8M	5	cuda_fused_fixed	aos	16	16	256	48k	1	7.1212	0.053057
8M	5	cuda_fused_fixed	aos	16	16	256	48k	2	6.72539	0.0501081
8M	5	cuda_fused_fixed	aos	16	16	256	48k	3	6.43874	0.0479723
8M	5	cuda_fused_fixed	aos	16	16	256	48k	4	6.5015	0.0484399
8M	5	cuda_fused_fixed	aos	16	64	256	48k	1	7.247	0.0539944
8M	5	cuda_fused_fixed	aos	16	64	256	48k	2	7.636	0.0568927
8M	5	cuda_fused_fixed	aos	16	64	256	48k	3	7.04233	0.0524694
8M	5	cuda_fused_fixed	aos	16	64	256	48k	4	7.07392	0.0527048
8M	5	cuda_fused_fixed	aos	16	256	256	48k	1	18.3976	0.137073
8M	5	cuda_fused_fixed	aos	16	256	256	48k	2	21.7489	0.162042
8M	5	cuda_fused_fixed	aos	16	256	256	48k	3	19.7754	0.147338
8M	5	cuda_fused_fixed	aos	16	256	256	48k	4	18.3734	0.136892
8M	5	cuda_fused_fixed	aos	16	1024	256	48k	1	65.1822	0.485645
8M	5	cuda_fused_fixed	aos	16	1024	256	48k	2	65.1902	0.485705
8M	5	cuda_fused_fixed	aos	16	1024	256	48k	3	65.1798	0.485627
8M	5	cuda_fused_fixed	aos	16	1024	256	48k	4	65.173	0.485577
8M	5	cuda_fused_fixed	aos	16	4096	256	48k	1	254.031	1.89268
8M	5	cuda_fused_fixed	aos	16	4096	256	48k	2	262.444	1.95536
8M	5	cuda_fused_fixed	aos	16	4096	256	48k	3	254.024	1.89263
8M	5	cuda_fused_fixed	aos	16	4096	256	48k	4	253.968	1.89221
8M	5	cuda_fused_fixed	aos	32	16	256	48k	1	10.974	0.0408814
8M	5	cuda_fused_fixed	aos	32	16	256	48k	2	11.702	0.0435933
8M	5	cuda_fused_fixed	aos	32	16	256	48k	3	10.3909	0.0387092
8M	5	cuda_fused_fixed	aos	32	16	256	48k	4	15.435	0.0574997
8M	5	cuda_fused_fixed	aos	32	64	256	48k	1	17.3331	0.0645708
8M	5	cuda_fused_fixed	aos	32	64	256	48k	2	16.4587	0.0613133
8M	5	cuda_fused_fixed	aos	32	64	256	48k	3	15.7267	0.0585865
8M	5	cuda_fused_fixed	aos	32	64	256	48k	4	16.7045	0.0622293
8M	5	cuda_fused_fixed	aos	32	256	256	48k	1	43.886	0.163488
8M	5	cuda_fused_fixed	aos	32	256	256	48k	2	43.852	0.163361
8M	5	cuda_fused_fixed	aos	32	256	256	48k	3	43.8317	0.163286
8M	5	cuda_fused_fixed	aos	32	256	256	48k	4	43.8568	0.163379
8M	5	cuda_fused_fixed	aos	32	1024	256	48k	1	163.373	0.608612
8M	5	cuda_fused_fixed	aos	32	1024	256	48k	2	158.221	0.589419
8M	5	cuda_fused_fixed	aos	32	1024	256	48k	3	158.22	0.589417
8M	5	cuda_fused_fixed	aos	32	1024	256	48k	4	158.204	0.589354
8M	5	cuda_fused_fixed	aos	32	4096	256	48k	1	621.275	2.31443
8M	5	cuda_fused_fixed	aos	32	4096	256	48k	2	614.892	2.29065
8M	5	cuda_fused_fixed	aos	32	4096	256	48k	3	614.802	2.29032
8M	5	cuda_fused_fixed	aos	32	4096	256	48k	4	614.825	2.2904
4M	5	cuda_fused_fixed	aos	64	16	256	48k	1	13.5796	0.0505879
4M	5	cuda_fused_fixed	aos	64	16	256	48k	2	12.3829	0.0461298
4M	5	cuda_fused_fixed	aos	64	16	256	48k	3	18.1084	0.0674589
4M	5	cuda_fused_fixed	aos	64	16	256	48k	4	12.2456	0.0456183
4M	5	cuda_fused_fixed	aos	64	64	256	48k	1	31.914	0.118889
4M	5	cuda_fused_fixed	aos	64	64	256	48k	2	19.6006	0.0730179
4M	5	cuda_fused_fixed	aos	64	64	256	48k	3	18.5447	0.0690843
4M	5	cuda_fused_fixed	aos	64	64	256	48k	4	19.8419	0.0739168
4M	5	cuda_fused_fixed	aos	64	256	256	48k	1	44.5023	0.165784
4M	5	cuda_fused_fixed	aos	64	256	256	48k	2	44.4698	0.165663
4M	5	cuda_fused_fixed	aos	64	256	256	48k	3	50.3013	0.187387
4M	5	cuda_fused_fixed	aos	64	256	256	48k	4	44.4936	0.165752
4M	5	cuda_fused_fixed	aos	64	1024	256	48k	1	159.916	0.595734
4M	5	cuda_fused_fixed	aos	64	1024	256	48k	2	159.904	0.595687
4M	5	cuda_fused_fixed	aos	64	1024	256	48k	3	159.918	0.595741
4M	5	cuda_fused_fixed	aos	64	1024	256	48k	4	166.146	0.618944
4M	5	cuda_fused_fixed	aos	64	4096	256	48k	1	621.637	2.31578
4M	5	cuda_fused_fixed	aos	64	4096	256	48k	2	621.853	2.31658
4M	5	cuda_fused_fixed	aos	64	4096	256	48k	3	621.948	2.31694
4M	5	cuda_fused_fixed	aos	64	4096	256	48k	4	623.612	2.32314
2M	5	cuda_fused_fixed	aos	128	16	256	48k	1	13.1763	0.0490855
2M	5	cuda_fused_fixed	aos	128	16	256	48k	2	16.4601	0.0613187
2M	5	cuda_fused_fixed	aos	128	16	256	48k	3	14.9326	0.0556283
2M	5	cuda_fused_fixed	aos	128	16	256	48k	4	15.249	0.0568068
2M	5	cuda_fused_fixed	aos	128	64	256	48k	1	16.977	0.0632444
2M	5	cuda_fused_fixed	aos	128	64	256	48k	2	20.3212	0.0757025
2M	5	cuda_fused_fixed	aos	128	64	256	48k	3	16.573	0.0617392
2M	5	cuda_fused_fixed	aos	128	64	256	48k	4	19.9106	0.0741729
2M	5	cuda_fused_fixed	aos	128	256	256	48k	1	49.3584	0.183875
2M	5	cuda_fused_fixed	aos	128	256	256	48k	2	45.1197	0.168084
2M	5	cuda_fused_fixed	aos	128	256	256	48k	3	45.0066	0.167663
2M	5	cuda_fused_fixed	aos	128	256	256	48k	4	45.1461	0.168183
2M	5	cuda_fused_fixed	aos	128	1024	256	48k	1	162.728	0.606208
2M	5	cuda_fused_fixed	aos	128	1024	256	48k	2	169.82	0.632628
2M	5	cuda_fused_fixed	aos	128	1024	256	48k	3	162.717	0.606169
2M	5	cuda_fused_fixed	aos	128	1024	256	48k	4	162.724	0.606192
2M	5	cuda_fused_fixed	aos	128	4096	256	48k	1	633.337	2.35937
2M	5	cuda_fused_fixed	aos	128	4096	256	48k	2	640.981	2.38784
2M	5	cuda_fused_fixed	aos	128	4096	256	48k	3	633.246	2.35903
2M	5	cuda_fused_fixed	aos	128	4096	256	48k	4	633.207	2.35888
2M	5	cuda_fused_fixed	aos,soa	4	16	256	48k	1	0.747788	0.0891433
2M	5	cuda_fused_fixed	aos,soa	4	16	256	48k	2	0.867921	0.103464
2M	5	cuda_fused_fixed	aos,soa	4	16	256	48k	3	0.731438	0.0871942
2M	5	cuda_fused_fixed	aos,soa	4	16	256	48k	4	0.928423	0.110677
2M	5	cuda_fused_fixed	aos,soa	4	64	256	48k	1	0.962002	0.11468
2M	5	cuda_fused_fixed	aos,soa	4	64	256	48k	2	0.940248	0.112086
2M	5	cuda_fused_fixed	aos,soa	4	64	256	48k	3	0.954721	0.113812
2M	5	cuda_fused_fixed	aos,soa	4	64	256	48k	4	0.964772	0.11501
2M	5	cuda_fused_fixed	aos,soa	4	256	256	48k	1	1.37177	0.163528
2M	5	cuda_fused_fixed	aos,soa	4	256	256	48k	2	1.37358	0.163744
2M	5	cuda_fused_fixed	aos,soa	4	256	256	48k	3	1.37371	0.163759
2M	5	cuda_fused_fixed	aos,soa	4	256	256	48k	4	1.37427	0.163826
2M	5	cuda_fused_fixed	aos,soa	4	1024	256	48k	1	5.26401	0.627519
2M	5	cuda_fused_fixed	aos,soa	4	1024	256	48k	2	5.26305	0.627404
2M	5	cuda_fused_fixed	aos,soa	4	1024	256	48k	3	5.26216	0.627298
2M	5	cuda_fused_fixed	aos,soa	4	1024	256	48k	4	5.25769	0.626766
2M	5	cuda_fused_fixed	aos,soa	4	4096	256	48k	1	21.0838	2.51338
2M	5	cuda_fused_fixed	aos,soa	4	4096	256	48k	2	21.1068	2.51613
2M	5	cuda_fused_fixed	aos,soa	4	4096	256	48k	3	20.9666	2.49941
2M	5	cuda_fused_fixed	aos,soa	4	4096	256	48k	4	20.9889	2.50207
2M	5	cuda_fused_fixed	aos,soa	8	16	256	48k	1	1.01275	0.0603643
2M	5	cuda_fused_fixed	aos,soa	8	16	256	48k	2	0.774014	0.0461348
2M	5	cuda_fused_fixed	aos,soa	8	16	256	48k	3	0.845722	0.050409
2M	5	cuda_fused_fixed	aos,soa	8	16	256	48k	4	0.804969	0.0479799
2M	5	cuda_fused_fixed	aos,soa	8	64	256	48k	1	1.04781	0.0624541
2M	5	cuda_fused_fixed	aos,soa	8	64	256	48k	2	1.24515	0.0742169
2M	5	cuda_fused_fixed	aos,soa	8	64	256	48k	3	1.25418	0.0747547
2M	5	cuda_fused_fixed	aos,soa	8	64	256	48k	4	1.21765	0.0725777
2M	5	cuda_fused_fixed	aos,soa	8	256	256	48k	1	2.51957	0.150178
2M	5	cuda_fused_fixed	aos,soa	8	256	256	48k	2	2.51769	0.150066
2M	5	cuda_fused_fixed	aos,soa	8	256	256	48k	3	2.51965	0.150183
2M	5	cuda_fused_fixed	aos,soa	8	256	256	48k	4	2.51975	0.150189
2M	5	cuda_fused_fixed	aos,soa	8	1024	256	48k	1	8.92954	0.532242
2M	5	cuda_fused_fixed	aos,soa	8	1024	256	48k	2	8.2906	0.494158
2M	5	cuda_fused_fixed	aos,soa	8	1024	256	48k	3	8.29338	0.494324
2M	5	cuda_fused_fixed	aos,soa	8	1024	256	48k	4	8.29561	0.494457
2M	5	cuda_fused_fixed	aos,soa	8	4096	256	48k	1	32.1192	1.91445
2M	5	cuda_fused_fixed	aos,soa	8	4096	256	48k	2	32.2642	1.9231
2M	5	cuda_fused_fixed	aos,soa	8	4096	256	48k	3	32.282	1.92416
2M	5	cuda_fused_fixed	aos,soa	8	4096	256	48k	4	32.4224	1.93253
2M	5	cuda_fused_fixed	aos,soa	16	16	256	48k	1	1.01361	0.030208
2M	5	cuda_fused_fixed	aos,soa	16	16	256	48k	2	1.14121	0.0340108
2M	5	cuda_fused_fixed	aos,soa	16	16	256	48k	3	1.19083	0.0354896
2M	5	cuda_fused_fixed	aos,soa	16	16	256	48k	4	0.904553	0.0269578
2M	5	cuda_fused_fixed	aos,soa	16	64	256	48k	1	1.45756	0.0434386
2M	5	cuda_fused_fixed	aos,soa	16	64	256	48k	2	1.44819	0.0431594
2M	5	cuda_fused_fixed	aos,soa	16	64	256	48k	3	1.44312	0.0430082
2M	5	cuda_fused_fixed	aos,soa	16	64	256	48k	4	1.42852	0.0425734
2M	5	cuda_fused_fixed	aos,soa	16	256	256	48k	1	4.22248	0.12584
2M	5	cuda_fused_fixed	aos,soa	16	256	256	48k	2	4.22653	0.12596
2M	5	cuda_fused_fixed	aos,soa	16	256	256	48k	3	4.21973	0.125758
2M	5	cuda_fused_fixed	aos,soa	16	256	256	48k	4	4.22288	0.125852
2M	5	cuda_fused_fixed	aos,soa	16	1024	256	48k	1	15.4556	0.460613
2M	5	cuda_fused_fixed	aos,soa	16	1024	256	48k	2	15.4572	0.460661
2M	5	cuda_fused_fixed	aos,soa	16	1024	256	48k	3	15.4552	0.460602
2M	5	cuda_fused_fixed	aos,soa	16	1024	256	48k	4	15.45	0.460447
