N	blockSize	algorithm	layout	dim	k	privCopies	itemsPerThread	seed	totalTime	normalizedTime
4M	256	cuda_fake_shm	aos	20	256	16	64	1	2.94742	0.035136
4M	256	cuda_fake_shm	aos	20	256	16	64	2	2.94927	0.035158
4M	256	cuda_fake_shm	aos	20	256	16	64	3	2.94754	0.0351374
4M	256	cuda_fake_shm	aos	20	256	16	64	4	2.95436	0.0352187
4M	256	cuda_fake_shm	aos	20	256	16	64	5	2.95447	0.0352201
4M	256	cuda_fake_shm	aos	20	256	16	256	1	2.57981	0.0307537
4M	256	cuda_fake_shm	aos	20	256	16	256	2	2.57281	0.0306702
4M	256	cuda_fake_shm	aos	20	256	16	256	3	2.57279	0.03067
4M	256	cuda_fake_shm	aos	20	256	16	256	4	2.81866	0.033601
4M	256	cuda_fake_shm	aos	20	256	16	256	5	2.81042	0.0335029
4M	256	cuda_fake_shm	aos	20	256	16	1024	1	2.68819	0.0320458
4M	256	cuda_fake_shm	aos	20	256	16	1024	2	2.68439	0.0320004
4M	256	cuda_fake_shm	aos	20	256	16	1024	3	2.684	0.0319958
4M	256	cuda_fake_shm	aos	20	256	16	1024	4	2.68304	0.0319843
4M	256	cuda_fake_shm	aos	20	256	16	1024	5	2.68351	0.0319899
4M	256	cuda_fake_shm	aos	20	256	32	1	1	92.6904	1.10496
4M	256	cuda_fake_shm	aos	20	256	32	1	2	92.689	1.10494
4M	256	cuda_fake_shm	aos	20	256	32	1	3	92.6942	1.105
4M	256	cuda_fake_shm	aos	20	256	32	1	4	92.6903	1.10496
4M	256	cuda_fake_shm	aos	20	256	32	1	5	92.691	1.10496
4M	256	cuda_fake_shm	aos	20	256	32	16	1	5.84149	0.069636
4M	256	cuda_fake_shm	aos	20	256	32	16	2	5.84223	0.0696448
4M	256	cuda_fake_shm	aos	20	256	32	16	3	5.84241	0.0696469
4M	256	cuda_fake_shm	aos	20	256	32	16	4	5.84429	0.0696694
4M	256	cuda_fake_shm	aos	20	256	32	16	5	5.84446	0.0696714
4M	256	cuda_fake_shm	aos	20	256	32	64	1	2.94892	0.0351539
4M	256	cuda_fake_shm	aos	20	256	32	64	2	2.94932	0.0351586
4M	256	cuda_fake_shm	aos	20	256	32	64	3	2.94966	0.0351627
4M	256	cuda_fake_shm	aos	20	256	32	64	4	2.94942	0.0351598
4M	256	cuda_fake_shm	aos	20	256	32	64	5	2.94833	0.0351469
4M	256	cuda_fake_shm	aos	20	256	32	256	1	2.56896	0.0306243
4M	256	cuda_fake_shm	aos	20	256	32	256	2	2.8006	0.0333857
4M	256	cuda_fake_shm	aos	20	256	32	256	3	2.81302	0.0335338
4M	256	cuda_fake_shm	aos	20	256	32	256	4	2.81816	0.033595
4M	256	cuda_fake_shm	aos	20	256	32	256	5	2.81251	0.0335277
4M	256	cuda_fake_shm	aos	20	256	32	1024	1	2.68192	0.0319709
4M	256	cuda_fake_shm	aos	20	256	32	1024	2	2.68458	0.0320026
4M	256	cuda_fake_shm	aos	20	256	32	1024	3	2.68663	0.0320272
4M	256	cuda_fake_shm	aos	20	256	32	1024	4	2.685	0.0320077
4M	256	cuda_fake_shm	aos	20	256	32	1024	5	2.68398	0.0319955
4M	256	cuda_fake_shm	aos	20	256	64	1	1	92.4024	1.10152
4M	256	cuda_fake_shm	aos	20	256	64	1	2	92.4076	1.10158
4M	256	cuda_fake_shm	aos	20	256	64	1	3	92.4117	1.10163
4M	256	cuda_fake_shm	aos	20	256	64	1	4	92.4055	1.10156
4M	256	cuda_fake_shm	aos	20	256	64	1	5	92.4086	1.1016
4M	256	cuda_fake_shm	aos	20	256	64	16	1	5.8253	0.0694429
4M	256	cuda_fake_shm	aos	20	256	64	16	2	5.82643	0.0694565
4M	256	cuda_fake_shm	aos	20	256	64	16	3	5.82731	0.0694669
4M	256	cuda_fake_shm	aos	20	256	64	16	4	5.82583	0.0694493
4M	256	cuda_fake_shm	aos	20	256	64	16	5	5.82535	0.0694435
4M	256	cuda_fake_shm	aos	20	256	64	64	1	2.95026	0.0351699
4M	256	cuda_fake_shm	aos	20	256	64	64	2	2.94971	0.0351633
4M	256	cuda_fake_shm	aos	20	256	64	64	3	2.947	0.035131
4M	256	cuda_fake_shm	aos	20	256	64	64	4	2.95123	0.0351814
4M	256	cuda_fake_shm	aos	20	256	64	64	5	2.94955	0.0351613
4M	256	cuda_fake_shm	aos	20	256	64	256	1	2.58156	0.0307746
4M	256	cuda_fake_shm	aos	20	256	64	256	2	2.58075	0.0307649
4M	256	cuda_fake_shm	aos	20	256	64	256	3	2.80543	0.0334433
4M	256	cuda_fake_shm	aos	20	256	64	256	4	2.81627	0.0335726
4M	256	cuda_fake_shm	aos	20	256	64	256	5	2.80934	0.0334899
4M	256	cuda_fake_shm	aos	20	256	64	1024	1	2.68717	0.0320336
4M	256	cuda_fake_shm	aos	20	256	64	1024	2	2.68689	0.0320302
4M	256	cuda_fake_shm	aos	20	256	64	1024	3	2.68913	0.0320569
4M	256	cuda_fake_shm	aos	20	256	64	1024	4	2.68627	0.0320228
4M	256	cuda_fake_shm	aos	20	256	64	1024	5	2.6882	0.0320458
4M	256	cuda_fake_shm	aos	20	1024	1	1	1	214.484	2.55685
4M	256	cuda_fake_shm	aos	20	1024	1	1	2	214.495	2.55698
4M	256	cuda_fake_shm	aos	20	1024	1	1	3	214.49	2.55692
4M	256	cuda_fake_shm	aos	20	1024	1	1	4	214.471	2.55669
4M	256	cuda_fake_shm	aos	20	1024	1	1	5	214.497	2.557
4M	256	cuda_fake_shm	aos	20	1024	1	16	1	15.2935	0.182313
4M	256	cuda_fake_shm	aos	20	1024	1	16	2	15.3039	0.182437
4M	256	cuda_fake_shm	aos	20	1024	1	16	3	15.3097	0.182506
4M	256	cuda_fake_shm	aos	20	1024	1	16	4	15.2946	0.182326
4M	256	cuda_fake_shm	aos	20	1024	1	16	5	15.2954	0.182335
4M	256	cuda_fake_shm	aos	20	1024	1	64	1	5.96168	0.0710688
4M	256	cuda_fake_shm	aos	20	1024	1	64	2	5.97504	0.071228
4M	256	cuda_fake_shm	aos	20	1024	1	64	3	5.98456	0.0713415
4M	256	cuda_fake_shm	aos	20	1024	1	64	4	5.95656	0.0710078
4M	256	cuda_fake_shm	aos	20	1024	1	64	5	5.97133	0.0711838
4M	256	cuda_fake_shm	aos	20	1024	1	256	1	4.19881	0.0500537
4M	256	cuda_fake_shm	aos	20	1024	1	256	2	4.20927	0.0501784
4M	256	cuda_fake_shm	aos	20	1024	1	256	3	4.20136	0.0500841
4M	256	cuda_fake_shm	aos	20	1024	1	256	4	4.20774	0.0501601
4M	256	cuda_fake_shm	aos	20	1024	1	256	5	4.61691	0.0550379
4M	256	cuda_fake_shm	aos	20	1024	1	1024	1	4.24558	0.0506112
4M	256	cuda_fake_shm	aos	20	1024	1	1024	2	4.25114	0.0506775
4M	256	cuda_fake_shm	aos	20	1024	1	1024	3	4.26551	0.0508488
4M	256	cuda_fake_shm	aos	20	1024	1	1024	4	4.20303	0.050104
4M	256	cuda_fake_shm	aos	20	1024	1	1024	5	4.23036	0.0504299
4M	256	cuda_fake_shm	aos	20	1024	2	1	1	214.559	2.55775
4M	256	cuda_fake_shm	aos	20	1024	2	1	2	214.539	2.5575
4M	256	cuda_fake_shm	aos	20	1024	2	1	3	214.568	2.55785
4M	256	cuda_fake_shm	aos	20	1024	2	1	4	214.539	2.5575
4M	256	cuda_fake_shm	aos	20	1024	2	1	5	214.544	2.55756
4M	256	cuda_fake_shm	aos	20	1024	2	16	1	15.2132	0.181355
4M	256	cuda_fake_shm	aos	20	1024	2	16	2	15.2161	0.18139
4M	256	cuda_fake_shm	aos	20	1024	2	16	3	15.2074	0.181287
4M	256	cuda_fake_shm	aos	20	1024	2	16	4	15.2039	0.181244
4M	256	cuda_fake_shm	aos	20	1024	2	16	5	15.2114	0.181334
4M	256	cuda_fake_shm	aos	20	1024	2	64	1	5.93275	0.0707239
4M	256	cuda_fake_shm	aos	20	1024	2	64	2	5.94583	0.0708798
4M	256	cuda_fake_shm	aos	20	1024	2	64	3	5.944	0.070858
4M	256	cuda_fake_shm	aos	20	1024	2	64	4	5.94086	0.0708206
4M	256	cuda_fake_shm	aos	20	1024	2	64	5	5.93156	0.0707097
4M	256	cuda_fake_shm	aos	20	1024	2	256	1	4.20006	0.0500687
4M	256	cuda_fake_shm	aos	20	1024	2	256	2	4.18747	0.0499185
4M	256	cuda_fake_shm	aos	20	1024	2	256	3	4.61913	0.0550644
4M	256	cuda_fake_shm	aos	20	1024	2	256	4	4.59533	0.0547806
4M	256	cuda_fake_shm	aos	20	1024	2	256	5	4.59723	0.0548032
4M	256	cuda_fake_shm	aos	20	1024	2	1024	1	4.18462	0.0498845
4M	256	cuda_fake_shm	aos	20	1024	2	1024	2	4.21717	0.0502726
4M	256	cuda_fake_shm	aos	20	1024	2	1024	3	4.19843	0.0500492
4M	256	cuda_fake_shm	aos	20	1024	2	1024	4	4.17892	0.0498166
4M	256	cuda_fake_shm	aos	20	1024	2	1024	5	4.24455	0.050599
4M	256	cuda_fake_shm	aos	20	1024	4	1	1	214.446	2.55639
4M	256	cuda_fake_shm	aos	20	1024	4	1	2	214.447	2.55641
4M	256	cuda_fake_shm	aos	20	1024	4	1	3	214.455	2.5565
4M	256	cuda_fake_shm	aos	20	1024	4	1	4	214.459	2.55655
4M	256	cuda_fake_shm	aos	20	1024	4	1	5	214.457	2.55652
4M	256	cuda_fake_shm	aos	20	1024	4	16	1	15.9769	0.19046
4M	256	cuda_fake_shm	aos	20	1024	4	16	2	15.9633	0.190298
4M	256	cuda_fake_shm	aos	20	1024	4	16	3	15.9507	0.190147
4M	256	cuda_fake_shm	aos	20	1024	4	16	4	15.9714	0.190394
4M	256	cuda_fake_shm	aos	20	1024	4	16	5	15.9536	0.190182
4M	256	cuda_fake_shm	aos	20	1024	4	64	1	6.53839	0.0779437
4M	256	cuda_fake_shm	aos	20	1024	4	64	2	6.53797	0.0779386
4M	256	cuda_fake_shm	aos	20	1024	4	64	3	6.53482	0.0779011
4M	256	cuda_fake_shm	aos	20	1024	4	64	4	6.53482	0.0779011
4M	256	cuda_fake_shm	aos	20	1024	4	64	5	6.54038	0.0779674
4M	256	cuda_fake_shm	aos	20	1024	4	256	1	4.48493	0.0534646
4M	256	cuda_fake_shm	aos	20	1024	4	256	2	4.458	0.0531435
4M	256	cuda_fake_shm	aos	20	1024	4	256	3	4.47317	0.0533244
4M	256	cuda_fake_shm	aos	20	1024	4	256	4	4.45174	0.0530689
4M	256	cuda_fake_shm	aos	20	1024	4	256	5	4.89088	0.0583039
4M	256	cuda_fake_shm	aos	20	1024	4	1024	1	4.43682	0.0528911
4M	256	cuda_fake_shm	aos	20	1024	4	1024	2	4.43453	0.0528638
4M	256	cuda_fake_shm	aos	20	1024	4	1024	3	4.45448	0.0531016
4M	256	cuda_fake_shm	aos	20	1024	4	1024	4	4.42975	0.0528067
4M	256	cuda_fake_shm	aos	20	1024	4	1024	5	4.42245	0.0527197
4M	256	cuda_fake_shm	aos	20	1024	8	1	1	214.533	2.55744
4M	256	cuda_fake_shm	aos	20	1024	8	1	2	214.536	2.55747
4M	256	cuda_fake_shm	aos	20	1024	8	1	3	214.531	2.55741
4M	256	cuda_fake_shm	aos	20	1024	8	1	4	214.546	2.55759
4M	256	cuda_fake_shm	aos	20	1024	8	1	5	214.524	2.55732
4M	256	cuda_fake_shm	aos	20	1024	8	16	1	15.2133	0.181357
4M	256	cuda_fake_shm	aos	20	1024	8	16	2	15.2016	0.181217
4M	256	cuda_fake_shm	aos	20	1024	8	16	3	15.2066	0.181277
4M	256	cuda_fake_shm	aos	20	1024	8	16	4	15.2048	0.181255
4M	256	cuda_fake_shm	aos	20	1024	8	16	5	15.1985	0.181181
4M	256	cuda_fake_shm	aos	20	1024	8	64	1	6.21231	0.0740566
4M	256	cuda_fake_shm	aos	20	1024	8	64	2	6.20679	0.0739908
4M	256	cuda_fake_shm	aos	20	1024	8	64	3	6.21129	0.0740444
4M	256	cuda_fake_shm	aos	20	1024	8	64	4	6.20707	0.073994
4M	256	cuda_fake_shm	aos	20	1024	8	64	5	6.21908	0.0741372
4M	256	cuda_fake_shm	aos	20	1024	8	256	1	4.28399	0.0510691
4M	256	cuda_fake_shm	aos	20	1024	8	256	2	4.29278	0.0511739
4M	256	cuda_fake_shm	aos	20	1024	8	256	3	4.28768	0.0511131
4M	256	cuda_fake_shm	aos	20	1024	8	256	4	4.6749	0.0557292
4M	256	cuda_fake_shm	aos	20	1024	8	256	5	4.68955	0.0559038
4M	256	cuda_fake_shm	aos	20	1024	8	1024	1	4.25527	0.0507268
4M	256	cuda_fake_shm	aos	20	1024	8	1024	2	4.23046	0.050431
4M	256	cuda_fake_shm	aos	20	1024	8	1024	3	4.23127	0.0504406
4M	256	cuda_fake_shm	aos	20	1024	8	1024	4	4.26068	0.0507913
4M	256	cuda_fake_shm	aos	20	1024	8	1024	5	4.23194	0.0504486
4M	256	cuda_fake_shm	aos	20	1024	16	1	1	222.091	2.64753
4M	256	cuda_fake_shm	aos	20	1024	16	1	2	222.075	2.64734
4M	256	cuda_fake_shm	aos	20	1024	16	1	3	222.093	2.64755
4M	256	cuda_fake_shm	aos	20	1024	16	1	4	222.088	2.64749
4M	256	cuda_fake_shm	aos	20	1024	16	1	5	222.099	2.64763
4M	256	cuda_fake_shm	aos	20	1024	16	16	1	15.4732	0.184455
4M	256	cuda_fake_shm	aos	20	1024	16	16	2	15.4745	0.184471
4M	256	cuda_fake_shm	aos	20	1024	16	16	3	15.4714	0.184433
4M	256	cuda_fake_shm	aos	20	1024	16	16	4	15.4698	0.184414
4M	256	cuda_fake_shm	aos	20	1024	16	16	5	15.472	0.184441
4M	256	cuda_fake_shm	aos	20	1024	16	64	1	6.08477	0.0725361
4M	256	cuda_fake_shm	aos	20	1024	16	64	2	6.07285	0.0723941
4M	256	cuda_fake_shm	aos	20	1024	16	64	3	6.0764	0.0724363
4M	256	cuda_fake_shm	aos	20	1024	16	64	4	6.07288	0.0723943
4M	256	cuda_fake_shm	aos	20	1024	16	64	5	6.07208	0.0723848
4M	256	cuda_fake_shm	aos	20	1024	16	256	1	4.25067	0.0506719
4M	256	cuda_fake_shm	aos	20	1024	16	256	2	4.24896	0.0506516
4M	256	cuda_fake_shm	aos	20	1024	16	256	3	4.22461	0.0503613
4M	256	cuda_fake_shm	aos	20	1024	16	256	4	4.61013	0.0549571
4M	256	cuda_fake_shm	aos	20	1024	16	256	5	4.63042	0.0551989
4M	256	cuda_fake_shm	aos	20	1024	16	1024	1	4.27261	0.0509335
4M	256	cuda_fake_shm	aos	20	1024	16	1024	2	4.29286	0.0511749
4M	256	cuda_fake_shm	aos	20	1024	16	1024	3	4.25958	0.0507781
4M	256	cuda_fake_shm	aos	20	1024	16	1024	4	4.33487	0.0516757
4M	256	cuda_fake_shm	aos	20	1024	16	1024	5	4.33256	0.0516481
4M	256	cuda_fake_shm	aos	20	1024	32	1	1	217.428	2.59194
4M	256	cuda_fake_shm	aos	20	1024	32	1	2	217.422	2.59187
4M	256	cuda_fake_shm	aos	20	1024	32	1	3	217.431	2.59198
4M	256	cuda_fake_shm	aos	20	1024	32	1	4	217.427	2.59193
4M	256	cuda_fake_shm	aos	20	1024	32	1	5	217.427	2.59194
4M	256	cuda_fake_shm	aos	20	1024	32	16	1	15.5686	0.185592
4M	256	cuda_fake_shm	aos	20	1024	32	16	2	15.576	0.185681
4M	256	cuda_fake_shm	aos	20	1024	32	16	3	15.5765	0.185686
4M	256	cuda_fake_shm	aos	20	1024	32	16	4	15.5762	0.185683
4M	256	cuda_fake_shm	aos	20	1024	32	16	5	15.5724	0.185637
4M	256	cuda_fake_shm	aos	20	1024	32	64	1	6.41512	0.0764741
4M	256	cuda_fake_shm	aos	20	1024	32	64	2	6.41938	0.0765249
4M	256	cuda_fake_shm	aos	20	1024	32	64	3	6.40393	0.0763408
4M	256	cuda_fake_shm	aos	20	1024	32	64	4	6.40608	0.0763664
4M	256	cuda_fake_shm	aos	20	1024	32	64	5	6.38872	0.0761595
4M	256	cuda_fake_shm	aos	20	1024	32	256	1	4.48827	0.0535043
4M	256	cuda_fake_shm	aos	20	1024	32	256	2	4.50306	0.0536806
4M	256	cuda_fake_shm	aos	20	1024	32	256	3	4.94165	0.058909
4M	256	cuda_fake_shm	aos	20	1024	32	256	4	4.94194	0.0589125
4M	256	cuda_fake_shm	aos	20	1024	32	256	5	4.92944	0.0587635
4M	256	cuda_fake_shm	aos	20	1024	32	1024	1	4.4957	0.0535929
4M	256	cuda_fake_shm	aos	20	1024	32	1024	2	4.50746	0.0537331
4M	256	cuda_fake_shm	aos	20	1024	32	1024	3	4.48054	0.0534122
4M	256	cuda_fake_shm	aos	20	1024	32	1024	4	4.51622	0.0538375
4M	256	cuda_fake_shm	aos	20	1024	32	1024	5	4.54021	0.0541235
4M	256	cuda_fake_shm	aos	20	1024	64	1	1	219.349	2.61484
4M	256	cuda_fake_shm	aos	20	1024	64	1	2	219.351	2.61486
4M	256	cuda_fake_shm	aos	20	1024	64	1	3	219.351	2.61487
4M	256	cuda_fake_shm	aos	20	1024	64	1	4	219.349	2.61485
4M	256	cuda_fake_shm	aos	20	1024	64	1	5	219.352	2.61488
4M	256	cuda_fake_shm	aos	20	1024	64	16	1	15.6683	0.186781
4M	256	cuda_fake_shm	aos	20	1024	64	16	2	15.6785	0.186903
4M	256	cuda_fake_shm	aos	20	1024	64	16	3	15.6703	0.186805
4M	256	cuda_fake_shm	aos	20	1024	64	16	4	15.6752	0.186863
4M	256	cuda_fake_shm	aos	20	1024	64	16	5	15.674	0.186849
4M	256	cuda_fake_shm	aos	20	1024	64	64	1	6.53592	0.0779142
4M	256	cuda_fake_shm	aos	20	1024	64	64	2	6.53456	0.077898
4M	256	cuda_fake_shm	aos	20	1024	64	64	3	6.52091	0.0777354
4M	256	cuda_fake_shm	aos	20	1024	64	64	4	6.52218	0.0777504
4M	256	cuda_fake_shm	aos	20	1024	64	64	5	6.52147	0.077742
4M	256	cuda_fake_shm	aos	20	1024	64	256	1	4.63295	0.0552291
4M	256	cuda_fake_shm	aos	20	1024	64	256	2	4.60488	0.0548944
4M	256	cuda_fake_shm	aos	20	1024	64	256	3	5.05109	0.0602137
4M	256	cuda_fake_shm	aos	20	1024	64	256	4	5.04992	0.0601997
4M	256	cuda_fake_shm	aos	20	1024	64	256	5	5.02878	0.0599477
4M	256	cuda_fake_shm	aos	20	1024	64	1024	1	4.61194	0.0549786
4M	256	cuda_fake_shm	aos	20	1024	64	1024	2	4.63126	0.055209
4M	256	cuda_fake_shm	aos	20	1024	64	1024	3	4.6549	0.0554907
4M	256	cuda_fake_shm	aos	20	1024	64	1024	4	4.59605	0.0547892
4M	256	cuda_fake_shm	aos	20	1024	64	1024	5	4.59299	0.0547527
4M	256	cuda_fake_shm	aos	20	4096	1	1	1	216.434	2.5801
4M	256	cuda_fake_shm	aos	20	4096	1	1	2	216.444	2.58021
4M	256	cuda_fake_shm	aos	20	4096	1	1	3	216.449	2.58028
4M	256	cuda_fake_shm	aos	20	4096	1	1	4	216.421	2.57994
4M	256	cuda_fake_shm	aos	20	4096	1	1	5	216.422	2.57995
4M	256	cuda_fake_shm	aos	20	4096	1	16	1	17.4596	0.208135
4M	256	cuda_fake_shm	aos	20	4096	1	16	2	17.4543	0.208072
4M	256	cuda_fake_shm	aos	20	4096	1	16	3	17.4621	0.208165
4M	256	cuda_fake_shm	aos	20	4096	1	16	4	17.4711	0.208272
4M	256	cuda_fake_shm	aos	20	4096	1	16	5	17.4674	0.208227
4M	256	cuda_fake_shm	aos	20	4096	1	64	1	7.66102	0.0913265
4M	256	cuda_fake_shm	aos	20	4096	1	64	2	7.66586	0.0913841
4M	256	cuda_fake_shm	aos	20	4096	1	64	3	7.66734	0.0914018
4M	256	cuda_fake_shm	aos	20	4096	1	64	4	7.67639	0.0915097
4M	256	cuda_fake_shm	aos	20	4096	1	64	5	7.66862	0.0914171
4M	256	cuda_fake_shm	aos	20	4096	1	256	1	5.92932	0.070683
4M	256	cuda_fake_shm	aos	20	4096	1	256	2	5.8994	0.0703263
4M	256	cuda_fake_shm	aos	20	4096	1	256	3	5.92353	0.070614
4M	256	cuda_fake_shm	aos	20	4096	1	256	4	5.8569	0.0698197
4M	256	cuda_fake_shm	aos	20	4096	1	256	5	5.88529	0.0701581
4M	256	cuda_fake_shm	aos	20	4096	1	1024	1	5.34092	0.0636687
4M	256	cuda_fake_shm	aos	20	4096	1	1024	2	5.50434	0.0656168
4M	256	cuda_fake_shm	aos	20	4096	1	1024	3	5.40299	0.0644087
4M	256	cuda_fake_shm	aos	20	4096	1	1024	4	5.37997	0.0641342
4M	256	cuda_fake_shm	aos	20	4096	1	1024	5	5.35071	0.0637854
4M	256	cuda_fake_shm	aos	20	4096	2	1	1	216.48	2.58065
4M	256	cuda_fake_shm	aos	20	4096	2	1	2	216.469	2.58051
4M	256	cuda_fake_shm	aos	20	4096	2	1	3	216.47	2.58052
4M	256	cuda_fake_shm	aos	20	4096	2	1	4	216.456	2.58035
4M	256	cuda_fake_shm	aos	20	4096	2	1	5	216.486	2.58071
4M	256	cuda_fake_shm	aos	20	4096	2	16	1	17.0989	0.203835
4M	256	cuda_fake_shm	aos	20	4096	2	16	2	17.0972	0.203814
4M	256	cuda_fake_shm	aos	20	4096	2	16	3	17.103	0.203883
4M	256	cuda_fake_shm	aos	20	4096	2	16	4	17.0972	0.203815
4M	256	cuda_fake_shm	aos	20	4096	2	16	5	17.1022	0.203875
4M	256	cuda_fake_shm	aos	20	4096	2	64	1	7.40877	0.0883195
4M	256	cuda_fake_shm	aos	20	4096	2	64	2	7.40569	0.0882827
4M	256	cuda_fake_shm	aos	20	4096	2	64	3	7.41815	0.0884313
4M	256	cuda_fake_shm	aos	20	4096	2	64	4	7.40681	0.088296
4M	256	cuda_fake_shm	aos	20	4096	2	64	5	7.39068	0.0881038
4M	256	cuda_fake_shm	aos	20	4096	2	256	1	5.13185	0.0611765
4M	256	cuda_fake_shm	aos	20	4096	2	256	2	5.6139	0.0669229
4M	256	cuda_fake_shm	aos	20	4096	2	256	3	5.62543	0.0670603
4M	256	cuda_fake_shm	aos	20	4096	2	256	4	5.60597	0.0668284
4M	256	cuda_fake_shm	aos	20	4096	2	256	5	5.62587	0.0670656
4M	256	cuda_fake_shm	aos	20	4096	2	1024	1	5.06464	0.0603752
4M	256	cuda_fake_shm	aos	20	4096	2	1024	2	5.08841	0.0606585
4M	256	cuda_fake_shm	aos	20	4096	2	1024	3	5.04451	0.0601352
4M	256	cuda_fake_shm	aos	20	4096	2	1024	4	5.12468	0.0610909
4M	256	cuda_fake_shm	aos	20	4096	2	1024	5	5.13312	0.0611915
4M	256	cuda_fake_shm	aos	20	4096	4	1	1	216.566	2.58167
4M	256	cuda_fake_shm	aos	20	4096	4	1	2	216.562	2.58162
4M	256	cuda_fake_shm	aos	20	4096	4	1	3	216.579	2.58182
4M	256	cuda_fake_shm	aos	20	4096	4	1	4	216.55	2.58148
4M	256	cuda_fake_shm	aos	20	4096	4	1	5	216.588	2.58193
4M	256	cuda_fake_shm	aos	20	4096	4	16	1	17.5801	0.209572
4M	256	cuda_fake_shm	aos	20	4096	4	16	2	17.5781	0.209547
4M	256	cuda_fake_shm	aos	20	4096	4	16	3	17.5639	0.209378
4M	256	cuda_fake_shm	aos	20	4096	4	16	4	17.5851	0.209631
4M	256	cuda_fake_shm	aos	20	4096	4	16	5	17.5793	0.209561
4M	256	cuda_fake_shm	aos	20	4096	4	64	1	7.81958	0.0932167
4M	256	cuda_fake_shm	aos	20	4096	4	64	2	7.8157	0.0931704
4M	256	cuda_fake_shm	aos	20	4096	4	64	3	7.84351	0.093502
4M	256	cuda_fake_shm	aos	20	4096	4	64	4	7.82497	0.0932809
4M	256	cuda_fake_shm	aos	20	4096	4	64	5	7.80752	0.0930728
4M	256	cuda_fake_shm	aos	20	4096	4	256	1	5.46397	0.0651356
4M	256	cuda_fake_shm	aos	20	4096	4	256	2	5.43999	0.0648497
4M	256	cuda_fake_shm	aos	20	4096	4	256	3	5.95077	0.0709387
4M	256	cuda_fake_shm	aos	20	4096	4	256	4	5.93807	0.0707873
4M	256	cuda_fake_shm	aos	20	4096	4	256	5	5.95935	0.071041
4M	256	cuda_fake_shm	aos	20	4096	4	1024	1	5.42074	0.0646202
4M	256	cuda_fake_shm	aos	20	4096	4	1024	2	5.45596	0.0650402
4M	256	cuda_fake_shm	aos	20	4096	4	1024	3	5.29913	0.0631706
4M	256	cuda_fake_shm	aos	20	4096	4	1024	4	5.34933	0.063769
4M	256	cuda_fake_shm	aos	20	4096	4	1024	5	5.3605	0.0639021
4M	256	cuda_fake_shm	aos	20	4096	8	1	1	216.597	2.58203
4M	256	cuda_fake_shm	aos	20	4096	8	1	2	216.617	2.58227
4M	256	cuda_fake_shm	aos	20	4096	8	1	3	216.644	2.5826
4M	256	cuda_fake_shm	aos	20	4096	8	1	4	216.622	2.58234
4M	256	cuda_fake_shm	aos	20	4096	8	1	5	216.638	2.58252
4M	256	cuda_fake_shm	aos	20	4096	8	16	1	17.4251	0.207723
4M	256	cuda_fake_shm	aos	20	4096	8	16	2	17.4409	0.207911
4M	256	cuda_fake_shm	aos	20	4096	8	16	3	17.4346	0.207837
4M	256	cuda_fake_shm	aos	20	4096	8	16	4	17.4281	0.207759
4M	256	cuda_fake_shm	aos	20	4096	8	16	5	17.4181	0.20764
4M	256	cuda_fake_shm	aos	20	4096	8	64	1	7.70415	0.0918406
4M	256	cuda_fake_shm	aos	20	4096	8	64	2	7.67091	0.0914443
4M	256	cuda_fake_shm	aos	20	4096	8	64	3	7.69238	0.0917003
4M	256	cuda_fake_shm	aos	20	4096	8	64	4	7.70305	0.0918275
4M	256	cuda_fake_shm	aos	20	4096	8	64	5	7.70501	0.0918508
4M	256	cuda_fake_shm	aos	20	4096	8	256	1	5.34057	0.0636646
4M	256	cuda_fake_shm	aos	20	4096	8	256	2	5.37372	0.0640597
4M	256	cuda_fake_shm	aos	20	4096	8	256	3	5.86476	0.0699134
4M	256	cuda_fake_shm	aos	20	4096	8	256	4	5.82861	0.0694824
4M	256	cuda_fake_shm	aos	20	4096	8	256	5	5.83781	0.0695921
4M	256	cuda_fake_shm	aos	20	4096	8	1024	1	5.307	0.0632643
4M	256	cuda_fake_shm	aos	20	4096	8	1024	2	5.26543	0.0627689
4M	256	cuda_fake_shm	aos	20	4096	8	1024	3	5.27667	0.0629028
4M	256	cuda_fake_shm	aos	20	4096	8	1024	4	5.28156	0.0629611
4M	256	cuda_fake_shm	aos	20	4096	8	1024	5	5.33629	0.0636136
4M	256	cuda_fake_shm	aos	20	4096	16	1	1	224.205	2.67273
4M	256	cuda_fake_shm	aos	20	4096	16	1	2	224.2	2.67267
4M	256	cuda_fake_shm	aos	20	4096	16	1	3	224.209	2.67278
4M	256	cuda_fake_shm	aos	20	4096	16	1	4	224.211	2.67281
4M	256	cuda_fake_shm	aos	20	4096	16	1	5	224.192	2.67258
4M	256	cuda_fake_shm	aos	20	4096	16	16	1	17.9023	0.213412
4M	256	cuda_fake_shm	aos	20	4096	16	16	2	17.8964	0.213341
4M	256	cuda_fake_shm	aos	20	4096	16	16	3	17.9047	0.213441
4M	256	cuda_fake_shm	aos	20	4096	16	16	4	17.901	0.213397
4M	256	cuda_fake_shm	aos	20	4096	16	16	5	17.9045	0.213438
4M	256	cuda_fake_shm	aos	20	4096	16	64	1	7.93291	0.0945677
4M	256	cuda_fake_shm	aos	20	4096	16	64	2	7.9513	0.0947869
4M	256	cuda_fake_shm	aos	20	4096	16	64	3	7.91813	0.0943915
4M	256	cuda_fake_shm	aos	20	4096	16	64	4	7.94524	0.0947146
